,name,Length Of Movie (minute),year,idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
119,The Barefoot Executive,96.0,1971,1971,1,Robert Butler,Joseph L. McEveety,Lila Garrett,Bernie Kahn,Kurt Russell,Joe Flynn,Harry Morgan,Comedy,Family,,6.0
120,The Battle of Love's Return,82.0,1971,1971,1,Lloyd Kaufman,Lloyd Kaufman,,,Lloyd Kaufman,Lynn Lowry,Stanley Kaufman,Comedy,,,4.0
121,Bedknobs and Broomsticks,117.0,1971,1971,1,Robert Stevenson,Ralph Wright,Ted Berman,Bill Walsh,Angela Lansbury,David Tomlinson,Roddy McDowall,Animation,Adventure,Comedy,7.1
122,Been Down So Long It Looks Like Up to Me,90.0,1971,1971,1,Jeffrey Young,Richard Farina,Robert Schlitt,,Barry Primus,David Downing,Susan Tyrrell,Drama,,,5.5
123,The Big Doll House,95.0,1971,1971,1,Jack Hill,Don Spencer,,,Roberta Collins,Pam Grier,Judith Brown,Action,Drama,Thriller,5.9
124,Big Jake,110.0,1971,1971,1,George Sherman,Harry Julian Fink,Rita M. Fink,,John Wayne,Richard Boone,Maureen O'Hara,Western,,,7.1
125,Billy Jack,114.0,1971,1971,1,Tom Laughlin,Tom Laughlin,Delores Taylor,,Tom Laughlin,Delores Taylor,Clark Howat,Action,Drama,Western,6.2
126,Bless the Beasts and Children,109.0,1971,1971,1,Stanley Kramer,Glendon Swarthout,Mac Benoff,,Bill Mumy,Barry Robins,Miles Chapin,Comedy,Drama,,6.7
127,Blood and Lace,87.0,1971,1971,1,Philip S. Gilbert,Gil Lasky,,,Gloria Grahame,Melody Patterson,Milton Selzer,Horror,,,5.5
128,Born to Win,88.0,1971,1971,1,Ivan Passer,David Scott Milton,Ivan Passer,,George Segal,Paula Prentiss,Karen Black,Comedy,Crime,Drama,5.6
129,The Boy Friend,137.0,1971,1971,1,Ken Russell,Ken Russell,Sandy Wilson,,Twiggy,Christopher Gable,Max Adrian,Comedy,Musical,Romance,6.9
130,Brother John,95.0,1971,1971,1,James Goldstone,Ernest Kinoy,,,Sidney Poitier,Will Geer,Bradford Dillman,Drama,Sci-Fi,,6.5
131,B.S. I Love You,99.0,1971,1971,1,Steven Hilliard Stern,Steven Hilliard Stern,,,Peter Kastner,JoAnna Cameron,Louise Sorel,Comedy,Romance,,4.0
132,Bunny O'Hare,91.0,1971,1971,1,Gerd Oswald,Stanley Z. Cherry,Coslough Johnson,,Bette Davis,Ernest Borgnine,Jack Cassidy,Comedy,,,6.1
133,Carnal Knowledge,98.0,1971,1971,1,Mike Nichols,Jules Feiffer,,,Jack Nicholson,Candice Bergen,Art Garfunkel,Drama,,,7.0
134,Chandler,85.0,1971,1971,1,Paul Magwood,Paul Magwood,John Sacret Young,,Warren Oates,Leslie Caron,Alex Dreier,Crime,Drama,,4.5
135,Catlow,101.0,1971,1971,1,Sam Wanamaker,Scot Finch,James Griffith,Louis L'Amour,Yul Brynner,Richard Crenna,Leonard Nimoy,Comedy,Western,,5.6
136,The Christian Licorice Store,90.0,1971,1971,1,James Frawley,Floyd Mutrux,,,Beau Bridges,Maud Adams,Gilbert Roland,Drama,Comedy,,5.4
137,Chrome and Hot Leather,91.0,1971,1971,1,Lee Frost,Michael Haynes,David Neibel,Don Tait,William Smith,Tony Young,Michael Haynes,Action,Drama,,5.2
138,A Clockwork Orange,136.0,1971,1971,1,Stanley Kubrick,Stanley Kubrick,Anthony Burgess,,Malcolm McDowell,Patrick Magee,Michael Bates,Crime,Sci-Fi,,8.3
139,Cold Turkey,99.0,1971,1971,1,Norman Lear,Norman Lear,William Price Fox,Margaret Rau,Dick Van Dyke,Pippa Scott,Tom Poston,Comedy,,,6.7
140,Cry Uncle!,87.0,1971,1971,1,John G. Avildsen,David Odell,Michael Brett,Allen Garfield,Jackson Beck,Pamela Gruen,Allen Garfield,Comedy,Crime,Mystery,5.1
141,Desperate Characters,97.0,1971,1971,1,Frank D. Gilroy,Paula Fox,Frank D. Gilroy,,Shirley MacLaine,Kenneth Mars,Sada Thompson,Drama,,,6.1
142,Diamonds Are Forever,1.0,1971,1971,1,Guy Hamilton,Richard Maibaum,Tom Mankiewicz,Ian Fleming,Sean Connery,Jill St. John,Charles Gray,Action,Adventure,Thriller,6.6
143,Dirty Harry,102.0,1971,1971,1,Don Siegel,Harry Julian Fink,Rita M. Fink,Dean Riesner,Clint Eastwood,Andrew Robinson,Harry Guardino,Action,Crime,Thriller,7.7
144,Doctors' Wives,101.0,1971,1971,1,George Schaefer,Frank Slaughter,Daniel Taradash,,Dyan Cannon,Richard Crenna,Gene Hackman,Drama,,,4.5
145,"Drive, He Said",95.0,1971,1971,1,Jack Nicholson,Jeremy Larner,Jack Nicholson,Terrence Malick,William Tepper,Karen Black,Michael Margotta,Comedy,Drama,Sport,5.8
146,Escape from the Planet of the Apes,98.0,1971,1971,1,Don Taylor,Paul Dehn,Pierre Boulle,,Roddy McDowall,Kim Hunter,Bradford Dillman,Action,Sci-Fi,,6.3
147,Fiddler on the Roof,181.0,1971,1971,1,Norman Jewison,Sholom Aleichem,Arnold Perl,Joseph Stein,Topol,Norma Crane,Leonard Frey,Drama,Family,Musical,8.0
148,Fools' Parade,98.0,1971,1971,1,Andrew V. McLaglen,Davis Grubb,James Lee Barrett,,James Stewart,George Kennedy,Anne Baxter,Comedy,Drama,Thriller,6.5
149,The French Connection,104.0,1971,1971,1,William Friedkin,Ernest Tidyman,Robin Moore,,Gene Hackman,Roy Scheider,Fernando Rey,Action,Crime,Drama,7.7
150,The Gang That Couldn't Shoot Straight,96.0,1971,1971,1,James Goldstone,Jimmy Breslin,Waldo Salt,,Jerry Orbach,Leigh Taylor-Young,Jo Van Fleet,Comedy,Crime,,4.9
151,The Gatling Gun,93.0,1971,1971,1,Robert Gordon,Joseph Van Winkle,Mark Hanna,,Guy Stockwell,Robert Fuller,BarBara Luna,Action,Drama,Western,4.9
152,Going Home,97.0,1971,1971,1,Herbert B. Leonard,Lawrence B. Marcus,,,Robert Mitchum,Brenda Vaccaro,Jan-Michael Vincent,Drama,,,6.0
153,The Grissom Gang,128.0,1971,1971,1,Robert Aldrich,Leon Griffiths,James Hadley Chase,,Kim Darby,Scott Wilson,Tony Musante,Crime,Drama,,6.8
154,A Gunfight,89.0,1971,1971,1,Lamont Johnson,Harold Jack Bloom,,,Kirk Douglas,Johnny Cash,Jane Alexander,Romance,Western,,6.4
155,Hannie Caulder,85.0,1971,1971,1,Burt Kennedy,Ian Quicke,Bob Richards,Peter Cooper,Raquel Welch,Robert Culp,Ernest Borgnine,Crime,Drama,Western,6.3
156,"Happy Birthday, Wanda June",105.0,1971,1971,1,Mark Robson,Kurt Vonnegut Jr.,,,Rod Steiger,Susannah York,George Grizzard,Comedy,Drama,,6.0
157,The Hard Ride,93.0,1971,1971,1,Burt Topper,Burt Topper,,,Robert Fuller,Sherry Bain,Tony Russel,Action,Drama,,5.4
158,Harold and Maude,91.0,1971,1971,1,Hal Ashby,Colin Higgins,,,Ruth Gordon,Bud Cort,Vivian Pickles,Comedy,Drama,Romance,7.9
159,The Hellstrom Chronicle,90.0,1971,1971,1,Walon Green,David Seltzer,,,Lawrence Pressman,Conlan Carter,Ian McShane,Documentary,Drama,,7.4
160,The Hired Hand,90.0,1971,1971,1,Peter Fonda,Alan Sharp,,,Peter Fonda,Warren Oates,Verna Bloom,Drama,Western,,7.0
161,The Hospital,103.0,1971,1971,1,Arthur Hiller,Paddy Chayefsky,,,George C. Scott,Diana Rigg,Barnard Hughes,Comedy,Drama,Mystery,7.2
162,How to Frame a Figg,103.0,1971,1971,1,Alan Rafkin,Don Knotts,Edward Montagne,George Tibbles,Don Knotts,Joe Flynn,Edward Andrews,Comedy,,,6.6
163,The Incredible 2-Headed Transplant,88.0,1971,1971,1,Anthony M. Lanza,James Gordon White,John Lawrence,Ross Massbaum,Bruce Dern,Pat Priest,Casey Kasem,Horror,Sci-Fi,,3.5
164,Jennifer on My Mind,90.0,1971,1971,1,Noel Black,Roger L. Simon,Erich Segal,,Michael Brandon,Tippy Walker,Steve Vinovich,Comedy,,,4.1
165,Johnny Got His Gun,111.0,1971,1971,1,Dalton Trumbo,Dalton Trumbo,Luis Buñuel,,Timothy Bottoms,Kathy Fields,Marsha Hunt,Drama,War,,7.9
166,Klute,114.0,1971,1971,1,Alan J. Pakula,Andy Lewis,David E. Lewis,,Jane Fonda,Donald Sutherland,Charles Cioffi,Crime,Mystery,Thriller,7.2
167,Kotch,113.0,1971,1971,1,Jack Lemmon,John Paxton,Katharine Topkins,,Walter Matthau,Deborah Winters,Felicia Farr,Comedy,Drama,,6.6
168,The Last Movie,108.0,1971,1971,1,Dennis Hopper,Dennis Hopper,Stewart Stern,,Julie Adams,Daniel Ades,Richmond L. Aguilar,Drama,,,6.2
169,The Last Picture Show,118.0,1971,1971,1,Peter Bogdanovich,Larry McMurtry,Peter Bogdanovich,,Timothy Bottoms,Jeff Bridges,Cybill Shepherd,Drama,Romance,,8.0
170,The Last Rebel,90.0,1971,1971,1,Larry G. Spangler,Warren Kiefer,Rea Redifer,,Joe Namath,Jack Elam,Woody Strode,Western,,,3.3
171,The Last Run,95.0,1971,1971,1,Richard Fleischer,Alan Sharp,,,George C. Scott,Tony Musante,Trish Van Devere,Action,Crime,Drama,6.5
172,Le Mans,106.0,1971,1971,1,Lee H. Katzin,Harry Kleiner,,,Steve McQueen,Siegfried Rauch,Elga Andersen,Action,Adventure,Drama,6.7
173,Let's Scare Jessica to Death,89.0,1971,1971,1,John D. Hancock,John D. Hancock,Lee Kalcheim,Sheridan Le Fanu,Zohra Lampert,Barton Heyman,Kevin O'Connor,Drama,Horror,Mystery,6.4
174,The Light at the Edge of the World,128.0,1971,1971,1,Kevin Billington,Tom Rowe,Jules Verne,Rachel Billington,Kirk Douglas,Yul Brynner,Samantha Eggar,Adventure,Drama,Fantasy,6.1
175,Little Murders,108.0,1971,1971,1,Alan Arkin,Jules Feiffer,,,Elliott Gould,Marcia Rodd,Vincent Gardenia,Comedy,Crime,,7.0
176,Man in the Wilderness,104.0,1971,1971,1,Richard C. Sarafian,Jack DeWitt,,,Richard Harris,John Huston,Henry Wilcoxon,Adventure,Drama,Western,6.8
177,The Marriage of a Young Stockbroker,95.0,1971,1971,1,Lawrence Turman,Lorenzo Semple Jr.,Charles Webb,,Richard Benjamin,Joanna Shimkus,Elizabeth Ashley,Comedy,,,6.1
178,McCabe & Mrs. Miller,1.0,1971,1971,1,Robert Altman,Edmund Naughton,Robert Altman,Brian McKay,Warren Beatty,Julie Christie,Rene Auberjonois,Drama,Western,,7.7
179,The Mephisto Waltz,115.0,1971,1971,1,Paul Wendkos,Ben Maddow,Fred Mustard Stewart,,Alan Alda,Jacqueline Bisset,Barbara Parkins,Horror,Mystery,Thriller,6.0
180,The Million Dollar Duck,89.0,1971,1971,1,Vincent McEveety,Ted Key,Roswell Rogers,,Dean Jones,Sandy Duncan,Joe Flynn,Comedy,Family,Sci-Fi,5.8
181,Minnie and Moskowitz,114.0,1971,1971,1,John Cassavetes,John Cassavetes,,,Gena Rowlands,Seymour Cassel,Val Avery,Comedy,Drama,Romance,7.3
182,Mrs. Pollifax-Spy,110.0,1971,1971,1,Leslie H. Martinson,Rosalind Russell,Dorothy Gilman,,Rosalind Russell,Darren McGavin,Nehemiah Persoff,Adventure,Comedy,,5.6
183,My Old Man's Place,93.0,1971,1971,1,Edwin Sherin,Stanford Whitmore,,,Arthur Kennedy,Mitchell Ryan,William Devane,Drama,War,,6.8
184,Necromania,86.0,1971,1971,1,Miguel Madrid,Miguel Madrid,,,Bill Curran,Catherine Ellison,John Clark,Horror,,,3.7
185,A New Leaf,102.0,1971,1971,0,Elaine May,Elaine May,Jack Ritchie,,Walter Matthau,Elaine May,Jack Weston,Comedy,Romance,,7.4
186,The Night God Screamed,85.0,1971,1971,1,Lee Madden,Gil Lasky,,,Jeanne Crain,Alex Nicol,Dan Spelling,Crime,Horror,,5.8
187,Night of Dark Shadows,95.0,1971,1971,1,Dan Curtis,Sam Hall,Dan Curtis,,David Selby,Grayson Hall,Kate Jackson,Drama,Horror,Mystery,5.6
188,Octaman,79.0,1971,1971,1,Harry Essex,Harry Essex,,,Pier Angeli,Kerwin Mathews,Jeff Morrow,Sci-Fi,Horror,,3.5
189,The Omega Man,98.0,1971,1971,1,Boris Sagal,John William Corrington,Joyce Hooper Corrington,Richard Matheson,Charlton Heston,Anthony Zerbe,Rosalind Cash,Action,Drama,Sci-Fi,6.5
190,One More Train to Rob,108.0,1971,1971,1,Andrew V. McLaglen,William Roberts,Don Tait,Dick Nelson,George Peppard,Diana Muldaur,John Vernon,Comedy,Western,,5.8
191,The Organization,106.0,1971,1971,1,Don Medford,James R. Webb,John Ball,,Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin,Action,Crime,Drama,6.0
192,The Panic in Needle Park,110.0,1971,1971,1,Jerry Schatzberg,James Mills,Joan Didion,John Gregory Dunne,Al Pacino,Kitty Winn,Alan Vint,Drama,,,7.1
193,Pink Narcissus,65.0,1971,1971,1,James Bidgood,James Bidgood,,,Don Brooks,Bobby Kendall,Charles Ludlam,Drama,Fantasy,,6.7
194,Play Misty for Me,102.0,1971,1971,1,Clint Eastwood,Jo Heims,Dean Riesner,,Clint Eastwood,Jessica Walter,Donna Mills,Drama,Thriller,,7.0
195,Plaza Suite,114.0,1971,1971,1,Arthur Hiller,Neil Simon,,,Walter Matthau,Maureen Stapleton,Barbara Harris,Comedy,Drama,Romance,6.5
196,Pretty Maids All in a Row,91.0,1971,1971,1,Roger Vadim,Gene Roddenberry,Francis Pollini,,Rock Hudson,Angie Dickinson,Telly Savalas,Comedy,Crime,Mystery,6.2
197,Private Duty Nurses,80.0,1971,1971,1,George Armitage,George Armitage,,,Katherine Cannon,Joyce Williams,Pegi Boucher,Thriller,,,4.6
198,Punishment Park,91.0,1971,1971,1,Peter Watkins,Peter Watkins,,,Patrick Boland,Kent Foreman,Carmen Argenziano,Drama,Thriller,,7.8
199,Raid on Rommel,99.0,1971,1971,1,Henry Hathaway,Richard M. Bluel,,,Richard Burton,John Colicos,Clinton Greyn,Drama,War,,5.6
200,Red Sky at Morning,112.0,1971,1971,1,James Goldstone,Richard Bradford,Marguerite Roberts,,Richard Thomas,Catherine Burns,Desi Arnaz Jr.,Drama,,,6.9
201,The Resurrection of Zachary Wheeler,100.0,1971,1971,1,Bob Wynn,Jay Simms,Tom Rolf,,Leslie Nielsen,Bradford Dillman,James Daly,Mystery,Sci-Fi,Thriller,5.5
202,The Return of Count Yorga,97.0,1971,1971,1,Bob Kelljan,Bob Kelljan,Yvonne Wilder,,Robert Quarry,Mariette Hartley,Roger Perry,Horror,,,5.7
203,The Sandpit Generals,102.0,1971,1971,1,Hall Bartlett,Hall Bartlett,Jorge Amado,,Juarez Santalvo,Freddie Gedeon,Ademir Da Silva,Action,Drama,Romance,6.8
204,Scandalous John,113.0,1971,1971,1,Robert Butler,Bill Walsh,Don DaGradi,Richard Gardner,Brian Keith,Alfonso Arau,Michele Carey,Comedy,Drama,Family,5.8
205,The Seven Minutes,115.0,1971,1971,1,Russ Meyer,Manny Diez,Richard Warren Lewis,Irving Wallace,Wayne Maunder,Marianne McAndrew,Philip Carey,Drama,,,5.6
206,Shoot Out,95.0,1971,1971,1,Henry Hathaway,Will James,Marguerite Roberts,,Gregory Peck,Patricia Quinn,Robert F. Lyons,Western,,,6.2
207,"Simon, King of the Witches",99.0,1971,1971,1,Bruce Kessler,Robert Phippeny,,,Andrew Prine,Brenda Scott,George Paulsin,Horror,,,5.9
208,The Ski Bum,136.0,1971,1971,1,Bruce D. Clark,Bruce D. Clark,Romain Gary,Marc Siegler,Zalman King,Charlotte Rampling,Joseph Mell,Drama,,,5.4
209,Skin Game,102.0,1971,1971,1,Paul Bogart,Peter Stone,Richard Alan Simmons,,James Garner,Louis Gossett Jr.,Susan Clark,Comedy,Western,,7.0
210,Something Big,108.0,1971,1971,1,Andrew V. McLaglen,James Lee Barrett,,,Dean Martin,Brian Keith,Carol White,Comedy,Western,,5.7
211,Sometimes a Great Notion,114.0,1971,1971,1,Paul Newman,Ken Kesey,John Gay,,Paul Newman,Henry Fonda,Lee Remick,Action,Adventure,Drama,7.0
212,Star Spangled Girl,93.0,1971,1971,1,Jerry Paris,Arnold Margolin,Jim Parker,Neil Simon,Sandy Duncan,Tony Roberts,Todd Susman,Comedy,,,5.5
213,The Steagle,87.0,1971,1971,1,Paul Sylbert,Irvin Faust,Paul Sylbert,,Richard Benjamin,Chill Wills,Cloris Leachman,Comedy,,,5.2
214,Straw Dogs,113.0,1971,1971,1,Sam Peckinpah,David Zelag Goodman,Sam Peckinpah,Gordon Williams,Dustin Hoffman,Susan George,Peter Vaughan,Crime,Drama,Thriller,7.5
215,Such Good Friends,101.0,1971,1971,1,Otto Preminger,Lois Gould,Elaine May,David Shaber,Dyan Cannon,James Coco,Jennifer O'Neill,Comedy,Drama,,6.1
216,Summer of '42,104.0,1971,1971,1,Robert Mulligan,Herman Raucher,,,Jennifer O'Neill,Gary Grimes,Jerry Houser,Drama,Romance,,7.2
217,Summertree,88.0,1971,1971,1,Anthony Newley,Edward Hume,Stephen Yafa,Ron Cowen,Michael Douglas,Jack Warden,Brenda Vaccaro,Drama,,,5.7
218,Support Your Local Gunfighter!,91.0,1971,1971,1,Burt Kennedy,James Edward Grant,,,James Garner,Suzanne Pleshette,Jack Elam,Comedy,Romance,Western,6.9
219,Sweet Sweetback's Baadasssss Song,97.0,1971,1971,1,Melvin Van Peebles,Melvin Van Peebles,,,Melvin Van Peebles,Hubert Scales,John Dullaghan,Action,Crime,Drama,5.5
220,THX 1138,86.0,1971,1971,1,George Lucas,George Lucas,Walter Murch,,Robert Duvall,Donald Pleasence,Don Pedro Colley,Drama,Sci-Fi,Thriller,6.7
221,T.R. Baskin,90.0,1971,1971,1,Herbert Ross,Peter Hyams,,,Candice Bergen,Peter Boyle,James Caan,Drama,,,6.3
222,Taking Off,93.0,1971,1971,1,Milos Forman,Milos Forman,John Guare,Jean-Claude Carrière,Lynn Carlin,Buck Henry,Georgia Engel,Comedy,Drama,Music,7.4
223,There's Always Vanilla,93.0,1971,1971,1,George A. Romero,Rudy Ricci,,,Raymond Laine,Judith Ridley,Johanna Lawrence,Comedy,Drama,Romance,5.2
224,They Might Be Giants,91.0,1971,1971,1,Anthony Harvey,James Goldman,,,George C. Scott,Joanne Woodward,Jack Gilford,Comedy,Mystery,Romance,6.8
225,The Todd Killings,93.0,1971,1971,1,Barry Shear,Dennis Murphy,Joel Oliansky,Mann Rubin,Robert F. Lyons,Richard Thomas,Belinda Montgomery,Crime,Drama,,6.1
226,The Touch,115.0,1971,1971,1,Ingmar Bergman,Ingmar Bergman,,,Elliott Gould,Bibi Andersson,Max von Sydow,Drama,,,6.4
227,The Touch of Satan,90.0,1971,1971,1,Don Henderson,James E. McLarty,,,Michael Berry,Emby Mellay,Lee Amber,Horror,,,2.3
228,A Town Called Bastard,95.0,1971,1971,1,Robert Parrish,Richard Aubrey,Benjamin Fisz,,Telly Savalas,Robert Shaw,Stella Stevens,Action,Drama,Western,5.0
229,The Trojan Women,105.0,1971,1971,1,Michael Cacoyannis,Euripides,Edith Hamilton,Michael Cacoyannis,Katharine Hepburn,Vanessa Redgrave,Geneviève Bujold,Drama,,,7.0
230,Two-Lane Blacktop,102.0,1971,1971,1,Monte Hellman,Rudy Wurlitzer,Will Corry,Floyd Mutrux,James Taylor,Warren Oates,Laurie Bird,Drama,,,7.2
231,Valdez Is Coming,90.0,1971,1971,1,Edwin Sherin,Roland Kibbee,David Rayfiel,Elmore Leonard,Burt Lancaster,Susan Clark,Frank Silvera,Western,,,6.8
232,Vanishing Point,99.0,1971,1971,1,Richard C. Sarafian,Guillermo Cabrera Infante,Malcolm Hart,Barry Hall,Barry Newman,Cleavon Little,Charlotte Rampling,Action,Crime,Thriller,7.2
233,The Velvet Vampire,80.0,1971,1971,0,Stephanie Rothman,Maurice Jules,Charles S. Swartz,Stephanie Rothman,Michael Blodgett,Sherry E. DeBoer,Celeste Yarnall,Horror,,,5.4
234,Von Richthofen and Brown,97.0,1971,1971,1,Roger Corman,John William Corrington,Joyce Hooper Corrington,,John Phillip Law,Don Stroud,Barry Primus,Action,Biography,Drama,6.0
235,Wake in Fright,109.0,1971,1971,1,Ted Kotcheff,Evan Jones,Kenneth Cook,Ted Kotcheff,Donald Pleasence,Gary Bond,Chips Rafferty,Drama,Thriller,,7.6
236,Welcome to the Club,88.0,1971,1971,1,Walter Shenson,Clement Biddle Wood,,,Brian Foley,Jack Warden,Andy Jarrell,Comedy,,,4.3
237,Werewolves on Wheels,80.0,1971,1971,1,Michel Levesque,David M. Kaufman,Michel Levesque,,Steve Oliver,Donna Anders,Gene Shane,Horror,,,4.4
238,What's the Matter with Helen?,101.0,1971,1971,1,Curtis Harrington,Henry Farrell,,,Debbie Reynolds,Shelley Winters,Dennis Weaver,Crime,Musical,Mystery,6.3
239,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,108.0,1971,1971,1,Ulu Grosbard,Herb Gardner,,,Dustin Hoffman,Barbara Harris,Jack Warden,Comedy,Drama,,5.6
240,Who Killed Mary What's 'Er Name?,90.0,1971,1971,1,Ernest Pintoff,John O'Toole,,,Red Buttons,Sylvia Miles,Alice Playten,Crime,Mystery,Thriller,6.2
241,Wild Rovers,136.0,1971,1971,1,Blake Edwards,Blake Edwards,,,William Holden,Ryan O'Neal,Karl Malden,Western,,,6.5
242,Willard,95.0,1971,1971,1,Daniel Mann,Gilbert Ralston,Stephen Gilbert,,Bruce Davison,Elsa Lanchester,Sondra Locke,Horror,,,6.2
243,Willy Wonka & the Chocolate Factory,100.0,1971,1971,1,Mel Stuart,Roald Dahl,David Seltzer,,Gene Wilder,Jack Albertson,Peter Ostrum,Family,Fantasy,Musical,7.8
244,Women in Cages,81.0,1971,1971,1,Gerardo de Leon,James H. Watkins,David Osterhout,,Judith Brown,Roberta Collins,Jennifer Gan,Action,Crime,Drama,5.1
245,You've Got to Walk It Like You Talk It or You'll Lose That Beat,85.0,1971,1971,1,Peter Locke,Peter Locke,,,Zalman King,Allen Garfield,Suzette Green,Drama,Comedy,,5.3
246,The Young Graduates,100.0,1971,1971,1,Robert Anderson,Robert Anderson,Terry Anderson,Dave Dixon,Patricia Wymer,Steven Stewart,Gary Rist,Drama,,,4.3
247,Zachariah,93.0,1971,1971,1,George Englund,Philip Austin,Peter Bergman,Hermann Hesse,John Rubinstein,Patricia Quinn,Don Johnson,Comedy,Drama,Musical,5.8
248,The Zodiac Killer,87.0,1971,1971,1,Tom Hanson,Ray Cantrell,Manny Cardoza,,Hal Reed,Bob Jones,Ray Lynch,Horror,Mystery,Thriller,4.4
249,1776,141.0,1972,1972,1,Peter H. Hunt,Peter Stone,Sherman Edwards,,William Daniels,Howard Da Silva,Ken Howard,Drama,Family,History,7.6
250,Across 110th Street,102.0,1972,1972,1,Barry Shear,Luther Davis,Wally Ferris,,Anthony Quinn,Yaphet Kotto,Anthony Franciosa,Action,Crime,Drama,7.0
251,Another Nice Mess,66.0,1972,1972,1,Bob Einstein,Bob Einstein,,,Rich Little,Herb Voland,Diahn Williams,Comedy,,,5.8
252,Avanti!,144.0,1972,1972,1,Billy Wilder,Samuel A. Taylor,Billy Wilder,I.A.L. Diamond,Jack Lemmon,Juliet Mills,Clive Revill,Comedy,Romance,,7.2
253,Bad Company,84.0,1972,1972,1,Wes Craven,Wes Craven,Ulla Isaksson,,Sandra Peabody,Lucy Grantham,David Hess,Crime,Horror,Thriller,6.0
254,Beware! The Blob,87.0,1972,1972,1,Larry Hagman,Jack Woods,Anthony Harris,Richard Clair,Robert Walker Jr.,Gwynne Gilford,Richard Stahl,Comedy,Horror,Sci-Fi,4.1
255,The Big Bird Cage,88.0,1972,1972,1,Jack Hill,Jack Hill,,,Pam Grier,Anitra Ford,Candice Roman,Action,Crime,Drama,5.9
256,The Biscuit Eater,90.0,1972,1972,1,Vincent McEveety,James Street,Lawrence Edward Watkin,,Earl Holliman,Pat Crowley,Lew Ayres,Drama,Family,,5.7
257,Black Gunn,96.0,1972,1972,1,Robert Hartford-Davis,Robert Shearer,Robert Hartford-Davis,Franklin Coen,Jim Brown,Martin Landau,Brenda Sykes,Action,Crime,Thriller,5.8
258,Blacula,93.0,1972,1972,1,William Crain,Joan Torres,Raymond Koenig,,William Marshall,Vonetta McGee,Denise Nicholas,Fantasy,Horror,Romance,5.7
259,Bluebeard,125.0,1972,1972,1,Edward Dmytryk,Ennio De Concini,Edward Dmytryk,Maria Pia Fusco,Richard Burton,Raquel Welch,Virna Lisi,Crime,Drama,Thriller,5.6
260,Boxcar Bertha,88.0,1972,1972,1,Martin Scorsese,Ben L. Reitman,Joyce Hooper Corrington,John William Corrington,Barbara Hershey,David Carradine,Barry Primus,Crime,Drama,Romance,6.0
261,Buck and the Preacher,102.0,1972,1972,1,Sidney Poitier,Ernest Kinoy,Drake Walker,,Sidney Poitier,Harry Belafonte,Ruby Dee,Adventure,Drama,Western,6.5
262,Butterflies Are Free,109.0,1972,1972,1,Milton Katselas,Leonard Gershe,,,Goldie Hawn,Edward Albert,Eileen Heckart,Comedy,Drama,Music,7.2
263,Cabaret,124.0,1972,1972,1,Bob Fosse,Joe Masteroff,John Van Druten,Christopher Isherwood,Liza Minnelli,Michael York,Helmut Griem,Drama,Music,Musical,7.8
264,Cancel My Reservation,99.0,1972,1972,1,Paul Bogart,Bob Fisher,Louis L'Amour,Arthur Marx,Bob Hope,Eva Marie Saint,Ralph Bellamy,Comedy,Mystery,,5.2
265,The Candidate,110.0,1972,1972,1,Michael Ritchie,Jeremy Larner,,,Robert Redford,Peter Boyle,Melvyn Douglas,Comedy,Drama,,7.0
266,The Carey Treatment,101.0,1972,1972,1,Blake Edwards,Michael Crichton,John D.F. Black,Harriet Frank Jr.,James Coburn,Jennifer O'Neill,Pat Hingle,Crime,Mystery,Thriller,6.1
267,Chato's Land,100.0,1972,1972,1,Michael Winner,Gerald Wilson,,,Charles Bronson,Jack Palance,James Whitmore,Western,,,6.7
268,Children Shouldn't Play with Dead Things,87.0,1972,1972,1,Bob Clark,Bob Clark,Alan Ormsby,,Alan Ormsby,Valerie Mamches,Jeff Gillen,Comedy,Horror,,5.4
269,"Come Back, Charleston Blue",100.0,1972,1972,1,Mark Warren,Chester Himes,Ernest Kinoy,Peggy Elliott,Godfrey Cambridge,Raymond St. Jacques,Peter De Anda,Action,Comedy,Crime,6.5
270,Conquest of the Planet of the Apes,88.0,1972,1972,1,J. Lee Thompson,Paul Dehn,Pierre Boulle,,Roddy McDowall,Don Murray,Ricardo Montalban,Action,Sci-Fi,,6.1
271,Cool Breeze,101.0,1972,1972,1,Barry Pollack,W.R. Burnett,Barry Pollack,,Thalmus Rasulala,Judy Pace,Julian Christopher,Crime,Drama,,5.5
272,The Cowboys,134.0,1972,1972,1,Mark Rydell,William Dale Jennings,Irving Ravetch,Harriet Frank Jr.,John Wayne,Roscoe Lee Browne,Bruce Dern,Adventure,Drama,Western,7.4
273,"Cry for Me, Billy",93.0,1972,1972,1,William A. Graham,David Markson,,,Cliff Potts,Maria Potts,Harry Dean Stanton,Crime,Western,Drama,5.7
274,The Culpepper Cattle Co.,92.0,1972,1972,1,Dick Richards,Dick Richards,Eric Bercovici,Gregory Prentiss,Gary Grimes,Billy Green Bush,Luke Askew,Western,,,7.0
275,Daughters of Satan,90.0,1972,1972,1,Hollingsworth Morse,John C. Higgins,John A. Bushelman,,Tom Selleck,Barra Grant,Tani Guthrie,Horror,,,4.4
