,name,year,idbm_year,director,writers,star,rating,genre
175,Bunny O'Hare,1971,1971,Gerd Oswald,"Stanley Z. Cherry,Coslough Johnson","Bette Davis,Ernest Borgnine,Jack Cassidy",6.1,Comedy
176,Cain's Cutthroats,1971,1970,Ken Osborne,"Wilton Denmark,Ralph Luce,Ken Osborne","John Carradine,Scott Brady,Robert Dix",5.1,"Action,Comedy,Drama"
177,Carnal Knowledge,1971,1971,Mike Nichols,Jules Feiffer,"Jack Nicholson,Candice Bergen,Art Garfunkel",7.0,Drama
178,Chandler,1971,1971,Paul Magwood,"Paul Magwood,John Sacret Young","Warren Oates,Leslie Caron,Alex Dreier",4.5,"Crime,Drama"
179,Catlow,1971,1971,Sam Wanamaker,"Scot Finch,James Griffith,Louis L'Amour","Yul Brynner,Richard Crenna,Leonard Nimoy",5.6,"Comedy,Western"
180,The Christian Licorice Store,1971,1971,James Frawley,Floyd Mutrux,"Beau Bridges,Maud Adams,Gilbert Roland",5.3,"Drama,Comedy"
181,Chrome and Hot Leather,1971,1971,Lee Frost,"Michael Haynes,David Neibel,Don Tait","William Smith,Tony Young,Michael Haynes",5.2,"Action,Drama"
182,City Beneath the Sea,1971,,Irwin Allen,"John Meredyth Lucas,Irwin Allen","Stuart Whitman,Rosemary Forsyth,Robert Colbert",5.3,"Action,Adventure,Sci-Fi"
183,Clay Pigeon,1971,1949,Richard Fleischer,Carl Foreman,"Bill Williams,Barbara Hale,Richard Quine",6.5,"Drama,Film-Noir"
184,A Clockwork Orange,1971,1971,Stanley Kubrick,"Stanley Kubrick,Anthony Burgess","Malcolm McDowell,Patrick Magee,Michael Bates",8.3,"Crime,Sci-Fi"
185,Cold Turkey,1971,1971,Norman Lear,"Norman Lear,William Price Fox,Margaret Rau","Dick Van Dyke,Pippa Scott,Tom Poston",6.7,Comedy
186,Cry Uncle!,1971,1971,John G. Avildsen,"David Odell,Michael Brett,Allen Garfield","Jackson Beck,Pamela Gruen,Allen Garfield",5.1,"Comedy,Crime,Mystery"
187,Day of the Wolves,1971,,,,,7.6,"Action,Crime,Drama"
188,The Deserter,1971,1970,"Burt Kennedy,Niksa Fulgosi","Stuart J. Byrne,William H. James,Massimo D'Avak","Bekim Fehmiu,Richard Crenna,Chuck Connors",6.3,Western
189,Desperate Characters,1971,1971,Frank D. Gilroy,"Paula Fox,Frank D. Gilroy","Shirley MacLaine,Kenneth Mars,Sada Thompson",6.1,Drama
190,Diamonds Are Forever,1971,1971,Guy Hamilton,"Richard Maibaum,Tom Mankiewicz,Ian Fleming","Sean Connery,Jill St. John,Charles Gray",6.6,"Action,Adventure,Thriller"
191,Dirty Harry,1971,1971,"Don Siegel,Clint Eastwood","Harry Julian Fink,Rita M. Fink,Dean Riesner","Clint Eastwood,Andrew Robinson,Harry Guardino",7.7,"Action,Crime,Thriller"
192,Doc,1971,,,,,,
193,Doctors' Wives,1971,1971,George Schaefer,"Frank Slaughter,Daniel Taradash","Dyan Cannon,Richard Crenna,Gene Hackman",4.5,Drama
194,Dollars,1971,,,,,6.3,"Drama,Romance"
195,Dracula vs. Frankenstein,1971,1971,"Al Adamson,Samuel M. Sherman","William Pugsley,Samuel M. Sherman","J. Carrol Naish,Lon Chaney Jr.,Zandor Vorkov",3.6,"Horror,Sci-Fi"
196,"Drive, He Said",1971,1971,Jack Nicholson,"Jeremy Larner,Jack Nicholson,Terrence Malick","William Tepper,Karen Black,Michael Margotta",5.8,"Comedy,Drama,Sport"
197,Duel,1971,,Steven Spielberg,Richard Matheson,"Dennis Weaver,Jacqueline Scott,Eddie Firestone",7.6,"Action,Thriller"
198,Escape from the Planet of the Apes,1971,1971,Don Taylor,"Paul Dehn,Pierre Boulle","Roddy McDowall,Kim Hunter,Bradford Dillman",6.3,"Action,Sci-Fi"
199,Evel Knievel,1971,,,,,,
200,Fiddler on the Roof,1971,1971,Norman Jewison,"Sholom Aleichem,Arnold Perl,Joseph Stein","Topol,Norma Crane,Leonard Frey",8.0,"Drama,Family,Musical"
201,Fools' Parade,1971,1971,Andrew V. McLaglen,"Davis Grubb,James Lee Barrett","James Stewart,George Kennedy,Anne Baxter",6.5,"Comedy,Drama,Thriller"
202,Four Rode Out,1971,1969,John Peyser,"Dick Miller,Paul Harrison,Don Balluck","Pernell Roberts,Sue Lyon,Julián Mateos",4.3,"Romance,Western"
203,The French Connection,1971,1971,William Friedkin,"Ernest Tidyman,Robin Moore","Gene Hackman,Roy Scheider,Fernando Rey",7.7,"Action,Crime,Drama"
204,The Gang That Couldn't Shoot Straight,1971,1971,James Goldstone,"Jimmy Breslin,Waldo Salt","Jerry Orbach,Leigh Taylor-Young,Jo Van Fleet",4.9,"Comedy,Crime"
205,The Gatling Gun,1971,1971,Robert Gordon,"Joseph Van Winkle,Mark Hanna","Guy Stockwell,Robert Fuller,BarBara Luna",4.9,"Action,Drama,Western"
206,Going Home,1971,1971,Herbert B. Leonard,Lawrence B. Marcus,"Robert Mitchum,Brenda Vaccaro,Jan-Michael Vincent",6.0,Drama
207,The Grissom Gang,1971,1971,Robert Aldrich,"Leon Griffiths,James Hadley Chase","Kim Darby,Scott Wilson,Tony Musante",6.8,"Crime,Drama"
208,A Gunfight,1971,1971,Lamont Johnson,Harold Jack Bloom,"Kirk Douglas,Johnny Cash,Jane Alexander",6.4,"Romance,Western"
209,Hannie Caulder,1971,1971,Burt Kennedy,"Ian Quicke,Bob Richards,Peter Cooper","Raquel Welch,Robert Culp,Ernest Borgnine",6.3,"Crime,Drama,Western"
210,"Happy Birthday, Wanda June",1971,1971,Mark Robson,Kurt Vonnegut Jr.,"Rod Steiger,Susannah York,George Grizzard",6.0,"Comedy,Drama"
211,The Hard Ride,1971,1971,Burt Topper,Burt Topper,"Robert Fuller,Sherry Bain,Tony Russel",5.4,"Action,Drama"
212,Harold and Maude,1971,1971,Hal Ashby,Colin Higgins,"Ruth Gordon,Bud Cort,Vivian Pickles",7.9,"Comedy,Drama,Romance"
213,The Hellstrom Chronicle,1971,1971,"Walon Green,Ed Spiegel",David Seltzer,"Lawrence Pressman,Conlan Carter,Ian McShane",7.4,"Documentary,Drama"
214,The Hired Hand,1971,1971,Peter Fonda,Alan Sharp,"Peter Fonda,Warren Oates,Verna Bloom",7.0,"Drama,Western"
215,The Horsemen,1971,2009,Jonas Åkerlund,Dave Callaham,"Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci",5.6,"Crime,Drama,Mystery"
216,The Hospital,1971,1971,Arthur Hiller,Paddy Chayefsky,"George C. Scott,Diana Rigg,Barnard Hughes",7.2,"Comedy,Drama,Mystery"
217,How to Frame a Figg,1971,1971,Alan Rafkin,"Don Knotts,Edward Montagne,George Tibbles","Don Knotts,Joe Flynn,Edward Andrews",6.6,Comedy
218,The Hunting Party,1971,1971,Don Medford,"Gilbert Ralston,Lou Morheim,William W. Norton","Oliver Reed,Candice Bergen,Gene Hackman",6.2,"Action,Drama,Western"
219,The Incredible 2-Headed Transplant,1971,1971,Anthony M. Lanza,"James Gordon White,John Lawrence,Ross Massbaum","Bruce Dern,Pat Priest,Casey Kasem",3.5,"Horror,Sci-Fi"
220,Jennifer on My Mind,1971,1971,Noel Black,"Roger L. Simon,Erich Segal","Michael Brandon,Tippy Walker,Steve Vinovich",4.1,Comedy
221,Johnny Got His Gun,1971,1971,Dalton Trumbo,"Dalton Trumbo,Luis Buñuel","Timothy Bottoms,Kathy Fields,Marsha Hunt",7.9,"Drama,War"
222,Kidnapped,1971,,Vic Sarin,Shanrah Wakefield,"Claire van der Boom,Lynn Gilmartin,Todd Lasance",4.9,"Drama,Thriller"
223,Klute,1971,1971,Alan J. Pakula,"Andy Lewis,David E. Lewis","Jane Fonda,Donald Sutherland,Charles Cioffi",7.2,"Crime,Mystery,Thriller"
224,Kotch,1971,1971,Jack Lemmon,"John Paxton,Katharine Topkins","Walter Matthau,Deborah Winters,Felicia Farr",6.6,"Comedy,Drama"
225,The Last Movie,1971,1971,Dennis Hopper,"Dennis Hopper,Stewart Stern","Julie Adams,Daniel Ades,Richmond L. Aguilar",6.2,Drama
226,The Last Picture Show,1971,1971,Peter Bogdanovich,"Larry McMurtry,Peter Bogdanovich","Timothy Bottoms,Jeff Bridges,Cybill Shepherd",8.0,"Drama,Romance"
227,The Last Rebel,1971,1971,Larry G. Spangler,"Warren Kiefer,Rea Redifer","Joe Namath,Jack Elam,Woody Strode",3.3,Western
228,The Last Run,1971,1971,"Richard Fleischer,John Huston",Alan Sharp,"George C. Scott,Tony Musante,Trish Van Devere",6.5,"Action,Crime,Drama"
229,Lawman,1971,,,,,8.6,"Action,Crime,Drama"
230,Le Mans,1971,1971,Lee H. Katzin,Harry Kleiner,"Steve McQueen,Siegfried Rauch,Elga Andersen",6.7,"Action,Adventure,Drama"
231,Let's Scare Jessica to Death,1971,1971,John D. Hancock,"John D. Hancock,Lee Kalcheim,Sheridan Le Fanu","Zohra Lampert,Barton Heyman,Kevin O'Connor",6.4,"Drama,Horror,Mystery"
232,The Light at the Edge of the World,1971,1971,Kevin Billington,"Tom Rowe,Jules Verne,Rachel Billington","Kirk Douglas,Yul Brynner,Samantha Eggar",6.1,"Adventure,Drama,Fantasy"
233,Little Murders,1971,1971,Alan Arkin,Jules Feiffer,"Elliott Gould,Marcia Rodd,Vincent Gardenia",7.0,"Comedy,Crime"
234,The Love Machine,1971,1997,Trey Parker,"Trey Parker,Matt Stone","Trey Parker,Dian Bachar,Robyn Lynne Raab",6.1,Comedy
235,Made for Each Other,1971,1939,John Cromwell,"Jo Swerling,Rose Franken,Frank Ryan","Carole Lombard,James Stewart,Charles Coburn",6.3,"Comedy,Drama,Romance"
236,Making It,1971,1974,Bertrand Blier,"Bertrand Blier,Philippe Dumarçay","Gérard Depardieu,Miou-Miou,Patrick Dewaere",7.2,"Action,Comedy,Crime"
237,Man and Boy,1971,1974,Mario Bava,"Alessandro Parenzo,Mario Bava,Cesare Frugoni","Lea Lander,George Eastman,Riccardo Cucciolla",7.5,"Crime,Drama,Thriller"
238,Man in the Wilderness,1971,1971,Richard C. Sarafian,Jack DeWitt,"Richard Harris,John Huston,Henry Wilcoxon",6.8,"Adventure,Drama,Western"
239,The Marriage of a Young Stockbroker,1971,1971,Lawrence Turman,"Lorenzo Semple Jr.,Charles Webb","Richard Benjamin,Joanna Shimkus,Elizabeth Ashley",6.1,Comedy
240,McCabe & Mrs. Miller,1971,1971,Robert Altman,"Edmund Naughton,Robert Altman,Brian McKay","Warren Beatty,Julie Christie,Rene Auberjonois",7.7,"Drama,Western"
241,The Mephisto Waltz,1971,1971,Paul Wendkos,"Ben Maddow,Fred Mustard Stewart","Alan Alda,Jacqueline Bisset,Barbara Parkins",6.0,"Horror,Mystery,Thriller"
242,The Million Dollar Duck,1971,1971,Vincent McEveety,"Ted Key,Roswell Rogers","Dean Jones,Sandy Duncan,Joe Flynn",5.8,"Comedy,Family,Sci-Fi"
243,Minnie and Moskowitz,1971,1971,John Cassavetes,John Cassavetes,"Gena Rowlands,Seymour Cassel,Val Avery",7.3,"Comedy,Drama,Romance"
244,Mrs. Pollifax-Spy,1971,1971,Leslie H. Martinson,"Rosalind Russell,Dorothy Gilman","Rosalind Russell,Darren McGavin,Nehemiah Persoff",5.6,"Adventure,Comedy"
245,Murders in the Rue Morgue,1971,1932,Robert Florey,"Edgar Allan Poe,Robert Florey,Tom Reed","Bela Lugosi,Sidney Fox,Leon Ames",6.4,"Crime,Horror,Mystery"
246,My Old Man's Place,1971,1971,Edwin Sherin,Stanford Whitmore,"Arthur Kennedy,Mitchell Ryan,William Devane",6.8,"Drama,War"
247,Necromania,1971,,Ron Atkins,"Ron Atkins,Gary Lee Bauman,John Giancaspro","John Giancaspro,Pete Coleman,Angela Summers",4.3,"Comedy,Drama,Horror"
248,A New Leaf,1971,1971,Elaine May,"Elaine May,Jack Ritchie","Walter Matthau,Elaine May,Jack Weston",7.4,"Comedy,Romance"
249,The Night God Screamed,1971,1971,Lee Madden,Gil Lasky,"Jeanne Crain,Alex Nicol,Dan Spelling",5.8,"Crime,Horror"
250,Night of Dark Shadows,1971,1971,Dan Curtis,"Sam Hall,Dan Curtis","David Selby,Grayson Hall,Kate Jackson",5.6,"Drama,Horror,Mystery"
251,Octaman,1971,1971,Harry Essex,Harry Essex,"Pier Angeli,Kerwin Mathews,Jeff Morrow",3.5,"Sci-Fi,Horror"
252,The Omega Man,1971,1971,Boris Sagal,"John William Corrington,Joyce Hooper Corrington,Richard Matheson","Charlton Heston,Anthony Zerbe,Rosalind Cash",6.5,"Action,Drama,Sci-Fi"
253,One More Train to Rob,1971,1971,Andrew V. McLaglen,"William Roberts,Don Tait,Dick Nelson","George Peppard,Diana Muldaur,John Vernon",5.8,"Comedy,Western"
254,The Organization,1971,1971,Don Medford,"James R. Webb,John Ball","Sidney Poitier,Barbara McNair,Gerald S. O'Loughlin",6.0,"Action,Crime,Drama"
255,The Panic in Needle Park,1971,1971,Jerry Schatzberg,"James Mills,Joan Didion,John Gregory Dunne","Al Pacino,Kitty Winn,Alan Vint",7.1,Drama
256,Pink Narcissus,1971,1971,James Bidgood,James Bidgood,"Don Brooks,Bobby Kendall,Charles Ludlam",6.7,"Drama,Fantasy"
257,Play Misty for Me,1971,1971,Clint Eastwood,"Jo Heims,Dean Riesner","Clint Eastwood,Jessica Walter,Donna Mills",7.0,"Drama,Thriller"
258,Plaza Suite,1971,1971,Arthur Hiller,Neil Simon,"Walter Matthau,Maureen Stapleton,Barbara Harris",6.5,"Comedy,Drama,Romance"
259,Pretty Maids All in a Row,1971,1971,Roger Vadim,"Gene Roddenberry,Francis Pollini","Rock Hudson,Angie Dickinson,Telly Savalas",6.2,"Comedy,Crime,Mystery"
260,Private Duty Nurses,1971,1971,George Armitage,George Armitage,"Katherine Cannon,Joyce Williams,Pegi Boucher",4.6,Thriller
261,Punishment Park,1971,1971,Peter Watkins,Peter Watkins,"Patrick Boland,Kent Foreman,Carmen Argenziano",7.8,"Drama,Thriller"
262,The Pursuit of Happiness,1971,2006,Gabriele Muccino,Steve Conrad,"Will Smith,Thandiwe Newton,Jaden Smith",8.0,"Biography,Drama"
263,Raid on Rommel,1971,1971,Henry Hathaway,Richard M. Bluel,"Richard Burton,John Colicos,Clinton Greyn",5.6,"Drama,War"
264,Red Sky at Morning,1971,1971,James Goldstone,"Richard Bradford,Marguerite Roberts","Richard Thomas,Catherine Burns,Desi Arnaz Jr.",6.9,Drama
265,The Resurrection of Zachary Wheeler,1971,1971,Bob Wynn,"Jay Simms,Tom Rolf","Leslie Nielsen,Bradford Dillman,James Daly",5.5,"Mystery,Sci-Fi,Thriller"
266,The Return of Count Yorga,1971,1971,Bob Kelljan,"Bob Kelljan,Yvonne Wilder","Robert Quarry,Mariette Hartley,Roger Perry",5.7,Horror
267,A Safe Place,1971,1994,Perry Lang,"Stan Rogow,John Sayles,Ethan Reiff","Dolph Lundgren,Charlotte Lewis,BD Wong",5.8,"Action,Drama,Thriller"
268,The Sandpit Generals,1971,1971,Hall Bartlett,"Hall Bartlett,Jorge Amado","Juarez Santalvo,Freddie Gedeon,Ademir Da Silva",6.8,"Action,Drama,Romance"
269,Scandalous John,1971,1971,Robert Butler,"Bill Walsh,Don DaGradi,Richard Gardner","Brian Keith,Alfonso Arau,Michele Carey",5.8,"Comedy,Drama,Family"
270,The Seven Minutes,1971,1971,Russ Meyer,"Manny Diez,Richard Warren Lewis,Irving Wallace","Wayne Maunder,Marianne McAndrew,Philip Carey",5.6,Drama
271,Shaft,1971,2019,Tim Story,"Ernest Tidyman,Kenya Barris,Alex Barnow","Samuel L. Jackson,Jessie T. Usher,Richard Roundtree",6.4,"Action,Comedy,Crime"
272,Shoot Out,1971,1971,Henry Hathaway,"Will James,Marguerite Roberts","Gregory Peck,Patricia Quinn,Robert F. Lyons",6.2,Western
273,"Simon, King of the Witches",1971,1971,Bruce Kessler,Robert Phippeny,"Andrew Prine,Brenda Scott,George Paulsin",5.9,Horror
274,The Ski Bum,1971,1971,Bruce D. Clark,"Bruce D. Clark,Romain Gary,Marc Siegler","Zalman King,Charlotte Rampling,Joseph Mell",5.4,Drama
275,Skin Game,1971,1971,"Paul Bogart,Gordon Douglas","Peter Stone,Richard Alan Simmons","James Garner,Louis Gossett Jr.,Susan Clark",7.0,"Comedy,Western"
276,Something Big,1971,1971,Andrew V. McLaglen,James Lee Barrett,"Dean Martin,Brian Keith,Carol White",5.7,"Comedy,Western"
277,Sometimes a Great Notion,1971,1971,Paul Newman,"Ken Kesey,John Gay","Paul Newman,Henry Fonda,Lee Remick",7.0,"Action,Adventure,Drama"
278,Soul to Soul,1971,1971,,,,8.0,"Documentary,Music"
279,Star Spangled Girl,1971,1971,Jerry Paris,"Arnold Margolin,Jim Parker,Neil Simon","Sandy Duncan,Tony Roberts,Todd Susman",5.5,Comedy
280,The Steagle,1971,1971,Paul Sylbert,"Irvin Faust,Paul Sylbert","Richard Benjamin,Chill Wills,Cloris Leachman",5.2,Comedy
281,Straw Dogs,1971,1971,Sam Peckinpah,"David Zelag Goodman,Sam Peckinpah,Gordon Williams","Dustin Hoffman,Susan George,Peter Vaughan",7.5,"Crime,Drama,Thriller"
282,Such Good Friends,1971,1971,Otto Preminger,"Lois Gould,Elaine May,David Shaber","Dyan Cannon,James Coco,Jennifer O'Neill",6.1,"Comedy,Drama"
283,Summer of '42,1971,1971,Robert Mulligan,Herman Raucher,"Jennifer O'Neill,Gary Grimes,Jerry Houser",7.2,"Drama,Romance"
284,Summertree,1971,1971,Anthony Newley,"Edward Hume,Stephen Yafa,Ron Cowen","Michael Douglas,Jack Warden,Brenda Vaccaro",5.7,Drama
285,Support Your Local Gunfighter!,1971,1971,Burt Kennedy,James Edward Grant,"James Garner,Suzanne Pleshette,Jack Elam",6.9,"Comedy,Romance,Western"
286,Sweet Sweetback's Baadasssss Song,1971,1971,Melvin Van Peebles,Melvin Van Peebles,"Melvin Van Peebles,Hubert Scales,John Dullaghan",5.5,"Action,Crime,Drama"
287,THX 1138,1971,1971,George Lucas,"George Lucas,Walter Murch","Robert Duvall,Donald Pleasence,Don Pedro Colley",6.7,"Drama,Sci-Fi,Thriller"
288,T.R. Baskin,1971,1971,Herbert Ross,Peter Hyams,"Candice Bergen,Peter Boyle,James Caan",6.3,Drama
289,Taking Off,1971,1971,Milos Forman,"Milos Forman,John Guare,Jean-Claude Carrière","Lynn Carlin,Buck Henry,Georgia Engel",7.4,"Comedy,Drama,Music"
290,There's Always Vanilla,1971,1971,George A. Romero,Rudy Ricci,"Raymond Laine,Judith Ridley,Johanna Lawrence",5.2,"Comedy,Drama,Romance"
291,They Might Be Giants,1971,1971,Anthony Harvey,James Goldman,"George C. Scott,Joanne Woodward,Jack Gilford",6.8,"Comedy,Mystery,Romance"
292,The Todd Killings,1971,1971,Barry Shear,"Dennis Murphy,Joel Oliansky,Mann Rubin","Robert F. Lyons,Richard Thomas,Belinda Montgomery",6.1,"Crime,Drama"
293,The Touch,1971,1971,Ingmar Bergman,Ingmar Bergman,"Elliott Gould,Bibi Andersson,Max von Sydow",6.4,Drama
294,The Touch of Satan,1971,1971,Don Henderson,James E. McLarty,"Michael Berry,Emby Mellay,Lee Amber",2.3,Horror
295,A Town Called Bastard,1971,1971,"Robert Parrish,Irving Lerner","Richard Aubrey,Benjamin Fisz","Telly Savalas,Robert Shaw,Stella Stevens",5.0,"Action,Drama,Western"
296,The Trojan Women,1971,1971,Michael Cacoyannis,"Euripides,Edith Hamilton,Michael Cacoyannis","Katharine Hepburn,Vanessa Redgrave,Geneviève Bujold",7.0,Drama
297,Two-Lane Blacktop,1971,1971,Monte Hellman,"Rudy Wurlitzer,Will Corry,Floyd Mutrux","James Taylor,Warren Oates,Laurie Bird",7.2,Drama
298,Valdez Is Coming,1971,1971,Edwin Sherin,"Roland Kibbee,David Rayfiel,Elmore Leonard","Burt Lancaster,Susan Clark,Frank Silvera",6.8,Western
299,Vanishing Point,1971,1971,Richard C. Sarafian,"Guillermo Cabrera Infante,Malcolm Hart,Barry Hall","Barry Newman,Cleavon Little,Charlotte Rampling",7.2,"Action,Crime,Thriller"
300,The Velvet Vampire,1971,1971,Stephanie Rothman,"Maurice Jules,Charles S. Swartz,Stephanie Rothman","Michael Blodgett,Sherry E. DeBoer,Celeste Yarnall",5.4,Horror
301,Villain,1971,2020,Philip Barantini,"Greg Hall,George Russo","Craig Fairbrass,George Russo,Izuka Hoyle",5.9,"Action,Crime,Drama"
302,Von Richthofen and Brown,1971,1971,Roger Corman,"John William Corrington,Joyce Hooper Corrington","John Phillip Law,Don Stroud,Barry Primus",6.0,"Action,Biography,Drama"
303,Wake in Fright,1971,1971,Ted Kotcheff,"Evan Jones,Kenneth Cook,Ted Kotcheff","Donald Pleasence,Gary Bond,Chips Rafferty",7.6,"Drama,Thriller"
304,Welcome to the Club,1971,1971,Walter Shenson,Clement Biddle Wood,"Brian Foley,Jack Warden,Andy Jarrell",4.3,Comedy
305,Werewolves on Wheels,1971,1971,Michel Levesque,"David M. Kaufman,Michel Levesque","Steve Oliver,Donna Anders,Gene Shane",4.4,Horror
306,What's the Matter with Helen?,1971,1971,Curtis Harrington,Henry Farrell,"Debbie Reynolds,Shelley Winters,Dennis Weaver",6.3,"Crime,Musical,Mystery"
307,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971,1971,Ulu Grosbard,Herb Gardner,"Dustin Hoffman,Barbara Harris,Jack Warden",5.6,"Comedy,Drama"
308,Who Killed Mary What's 'Er Name?,1971,1971,Ernest Pintoff,John O'Toole,"Red Buttons,Sylvia Miles,Alice Playten",6.2,"Crime,Mystery,Thriller"
309,Wild Rovers,1971,1971,Blake Edwards,Blake Edwards,"William Holden,Ryan O'Neal,Karl Malden",6.5,Western
310,Willard,1971,1971,Daniel Mann,"Gilbert Ralston,Stephen Gilbert","Bruce Davison,Elsa Lanchester,Sondra Locke",6.2,Horror
311,Willy Wonka & the Chocolate Factory,1971,1971,Mel Stuart,"Roald Dahl,David Seltzer","Gene Wilder,Jack Albertson,Peter Ostrum",7.8,"Family,Fantasy,Musical"
312,Women in Cages,1971,1971,Gerardo de Leon,"James H. Watkins,David Osterhout","Judith Brown,Roberta Collins,Jennifer Gan",5.1,"Action,Crime,Drama"
313,You've Got to Walk It Like You Talk It or You'll Lose That Beat,1971,1971,Peter Locke,Peter Locke,"Zalman King,Allen Garfield,Suzette Green",5.3,"Drama,Comedy"
314,The Young Graduates,1971,1971,Robert Anderson,"Robert Anderson,Terry Anderson,Dave Dixon","Patricia Wymer,Steven Stewart,Gary Rist",4.3,Drama
315,Zachariah,1971,1971,George Englund,"Philip Austin,Peter Bergman,Hermann Hesse","John Rubinstein,Patricia Quinn,Don Johnson",5.8,"Comedy,Drama,Musical"
316,The Zodiac Killer,1971,1971,Tom Hanson,"Ray Cantrell,Manny Cardoza","Hal Reed,Bob Jones,Ray Lynch",4.4,"Horror,Mystery,Thriller"
317,1776,1972,1972,Peter H. Hunt,"Peter Stone,Sherman Edwards","William Daniels,Howard Da Silva,Ken Howard",7.6,"Drama,Family,History"
318,Across 110th Street,1972,1972,Barry Shear,"Luther Davis,Wally Ferris","Anthony Quinn,Yaphet Kotto,Anthony Franciosa",7.0,"Action,Crime,Drama"
319,Another Nice Mess,1972,1972,Bob Einstein,Bob Einstein,"Rich Little,Herb Voland,Diahn Williams",5.8,Comedy
320,Avanti!,1972,1972,Billy Wilder,"Samuel A. Taylor,Billy Wilder,I.A.L. Diamond","Jack Lemmon,Juliet Mills,Clive Revill",7.2,"Comedy,Romance"
321,Bad Company,1972,1972,Wes Craven,"Wes Craven,Ulla Isaksson","Sandra Peabody,Lucy Grantham,David Hess",6.0,"Crime,Horror,Thriller"
322,Ben,1972,,,,,,
323,Behind the Green Door,1972,2011,,,,4.8,"Documentary,Short"
324,Beware! The Blob,1972,1972,Larry Hagman,"Jack Woods,Anthony Harris,Richard Clair","Robert Walker Jr.,Gwynne Gilford,Richard Stahl",4.1,"Comedy,Horror,Sci-Fi"
325,The Big Bird Cage,1972,1972,Jack Hill,Jack Hill,"Pam Grier,Anitra Ford,Candice Roman",5.9,"Action,Crime,Drama"
326,The Biscuit Eater,1972,1972,Vincent McEveety,"James Street,Lawrence Edward Watkin","Earl Holliman,Pat Crowley,Lew Ayres",5.7,"Drama,Family"
327,Black Girl,1972,1972,Ossie Davis,J.E. Franklin,"Brock Peters,Claudia McNeil,Leslie Uggams",6.9,Drama
328,Black Gunn,1972,1972,Robert Hartford-Davis,"Robert Shearer,Robert Hartford-Davis,Franklin Coen","Jim Brown,Martin Landau,Brenda Sykes",5.8,"Action,Crime,Thriller"
329,Black Rage,1972,1974,Chris Robinson,"Ted Cassidy,Chris Robinson","Chris Robinson,Ted Cassidy,Robert Leslie",4.0,"Action,Adventure,Drama"
330,Blacula,1972,1972,William Crain,"Joan Torres,Raymond Koenig","William Marshall,Vonetta McGee,Denise Nicholas",5.7,"Fantasy,Horror,Romance"
331,Blindman,1972,1971,Ferdinando Baldi,"Tony Anthony,Vincenzo Cerami,Pier Giovanni Anchisi","Tony Anthony,Ringo Starr,Lloyd Battista",6.3,Western
332,Bluebeard,1972,1972,Edward Dmytryk,"Ennio De Concini,Edward Dmytryk,Maria Pia Fusco","Richard Burton,Raquel Welch,Virna Lisi",5.6,"Crime,Drama,Thriller"
