,name,year,idbm_year,length,director,writers,star,rating,genre
9156,Unforgivable,2012,,Not RatedNot Rated,Graeme Campbell,"Adam Rodman,Dan Levine","John Ritter,Harley Jane Kozak,Kevin Dunn",6.4,Drama
9157,The Amazing Spider-Man,2012,2012,2h 16m,Marc Webb,"James Vanderbilt,Alvin Sargent,Steve Kloves","Andrew Garfield,Emma Stone,Rhys Ifans",6.9,"Action,Adventure,Sci-Fi"
9158,Katy Perry: Part of Me 3D,2012,2012,1h 33m,,,,5.9,"Documentary,Music"
9159,Savages,2012,2012,2h 11m,Oliver Stone,"Shane Salerno,Don Winslow,Oliver Stone","Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively",6.5,"Action,Crime,Drama"
9160,Collaborator,2012,2011,1h 27m,Martin Donovan,Martin Donovan,"Martin Donovan,David Morse,Olivia Williams",6.0,"Comedy,Drama,Thriller"
9161,Ice Age: Continental Drift,2012,2012,1h 28m,"Steve Martino,Michael Thurmeier","Michael Berg,Jason Fuchs,Lori Forte","Ray Romano,Denis Leary,John Leguizamo",6.5,"Animation,Adventure,Comedy"
9162,"Farewell, My Queen",2012,2012,1h 40m,Benoît Jacquot,"Benoît Jacquot,Gilles Taurand,Chantal Thomas","Léa Seydoux,Diane Kruger,Virginie Ledoyen",6.2,"Drama,History,Romance"
9163,The Imposter,2012,1986,1h 44m,Steve Miner,Carol Black,"C. Thomas Howell,Rae Dawn Chong,Arye Gross",5.3,"Comedy,Romance"
9164,Union Square,2012,,30m,,,,5.0,Comedy
9165,Shut Up and Play the Hits,2012,2012,1h 48m,,,,7.4,"Documentary,Music"
9166,The Dark Knight Rises,2012,2012,2h 44m,Christopher Nolan,"Jonathan Nolan,Christopher Nolan,David S. Goyer","Christian Bale,Tom Hardy,Anne Hathaway",8.4,"Action,Crime,Drama"
9167,The Queen of Versailles,2012,2012,1h 43m,,,,7.1,Documentary
9168,Iron Sky,2012,2012,1h 33m,Timo Vuorensola,"Jarmo Puskala,Johanna Sinisalo,Michael Kalesniko","Julia Dietze,Christopher Kirby,Götz Otto",5.9,"Action,Adventure,Comedy"
9169,Ruby Sparks,2012,2012,1h 44m,"Jonathan Dayton,Valerie Faris",Zoe Kazan,"Paul Dano,Zoe Kazan,Annette Bening",7.2,"Comedy,Drama,Fantasy"
9170,Step Up Revolution,2012,2012,1h 39m,Scott Speer,"Amanda Brody,Duane Adler","Kathryn McCormick,Ryan Guzman,Cleopatra Coleman",6.4,"Drama,Music,Romance"
9171,The Watch,2012,2012,1h 42m,Akiva Schaffer,"Jared Stern,Seth Rogen,Evan Goldberg","Ben Stiller,Vince Vaughn,Jonah Hill",5.7,"Comedy,Sci-Fi"
9172,Ai Weiwei: Never Sorry,2012,2012,1h 31m,Alison Klayman,"Alison Klayman,Jonathan Oppenheim","Ai Weiwei,Dan Ai,Lao Ai",7.6,Documentary
9173,Killer Joe,2012,2011,1h 42m,William Friedkin,Tracy Letts,"Matthew McConaughey,Emile Hirsch,Juno Temple",6.7,"Drama,Thriller"
9174,Searching for Sugar Man,2012,2012,1h 26m,Malik Bendjelloul,"Malik Bendjelloul,Stephen 'Sugar' Segerman,Craig Bartholomew Strydom","Rodriguez,Stephen 'Sugar' Segerman,Dennis Coffey",8.2,"Documentary,Biography,Music"
9175,Diary of a Wimpy Kid: Dog Days,2012,2012,1h 34m,David Bowers,"Maya Forbes,Wallace Wolodarsky,Jeff Kinney","Zachary Gordon,Robert Capron,Devon Bostick",6.3,"Comedy,Family"
9176,Total Recall,2012,1990,1h 53m,Paul Verhoeven,"Philip K. Dick,Ronald Shusett,Dan O'Bannon","Arnold Schwarzenegger,Sharon Stone,Michael Ironside",7.5,"Action,Adventure,Sci-Fi"
9177,360,2012,2011,1h 50m,Fernando Meirelles,"Peter Morgan,Arthur Schnitzler","Rachel Weisz,Jude Law,Anthony Hopkins",6.2,"Drama,Thriller"
9178,Celeste and Jesse Forever,2012,2012,1h 32m,Lee Toland Krieger,"Rashida Jones,Will McCormack","Rashida Jones,Andy Samberg,Elijah Wood",6.6,"Comedy,Drama,Romance"
9179,Hope Springs,2012,2012,1h 40m,David Frankel,Vanessa Taylor,"Meryl Streep,Tommy Lee Jones,Steve Carell",6.3,"Comedy,Drama,Romance"
9180,The Bourne Legacy,2012,2012,2h 15m,Tony Gilroy,"Tony Gilroy,Dan Gilroy,Robert Ludlum","Jeremy Renner,Rachel Weisz,Edward Norton",6.6,"Action,Adventure,Thriller"
9181,The Campaign,2012,2012,1h 25m,Jay Roach,"Chris Henchy,Shawn Harwell,Adam McKay","Will Ferrell,Zach Galifianakis,Jason Sudeikis",6.1,Comedy
9182,2 Days in New York,2012,2012,1h 36m,Julie Delpy,"Julie Delpy,Alexia Landeau,Alexandre Nahon","Julie Delpy,Chris Rock,Albert Delpy",6.0,"Comedy,Drama,Romance"
9183,The Odd Life of Timothy Green,2012,2012,1h 45m,Peter Hedges,"Peter Hedges,Ahmet Zappa","Jennifer Garner,Joel Edgerton,CJ Adams",6.6,"Comedy,Drama,Family"
9184,Ek Tha Tiger,2012,2012,2h 12m,Kabir Khan,"Aditya Chopra,Kabir Khan,Neelesh Misra","Salman Khan,Katrina Kaif,Girish Karnad",5.5,"Action,Adventure,Romance"
9185,The Expendables 2,2012,2012,1h 43m,Simon West,"Richard Wenk,Sylvester Stallone,Ken Kaufman","Sylvester Stallone,Liam Hemsworth,Randy Couture",6.6,"Action,Adventure,Thriller"
9186,ParaNorman,2012,2012,1h 32m,"Chris Butler,Sam Fell",Chris Butler,"Kodi Smit-McPhee,Anna Kendrick,Christopher Mintz-Plasse",7.0,"Animation,Adventure,Comedy"
9187,Sparkle,2012,2012,1h 56m,Salim Akil,"Mara Brock Akil,Joel Schumacher,Howard Rosenman","Jordin Sparks Thomas,Carmen Ejogo,Whitney Houston",5.7,"Drama,Music"
9188,Compliance,2012,2012,1h 30m,Craig Zobel,Craig Zobel,"Ann Dowd,Dreama Walker,Pat Healy",6.4,"Crime,Drama,History"
9189,Cosmopolis,2012,2012,1h 49m,David Cronenberg,"David Cronenberg,Don DeLillo","Robert Pattinson,Juliette Binoche,Sarah Gadon",5.1,"Crime,Drama,Fantasy"
9190,Robot & Frank,2012,2012,1h 29m,Jake Schreier,Christopher Ford,"Peter Sarsgaard,Frank Langella,Susan Sarandon",7.1,"Comedy,Crime,Drama"
9191,Hit and Run,2012,,TV-MATV-MA,,,,7.1,"Action,Crime,Drama"
9192,The Apparition,2012,2012,1h 23m,Todd Lincoln,Todd Lincoln,"Ashley Greene,Sebastian Stan,Tom Felton",4.1,"Horror,Thriller"
9193,Premium Rush,2012,2012,1h 31m,David Koepp,"David Koepp,John Kamps","Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez",6.5,"Action,Crime,Thriller"
9194,Lawless,2012,2012,1h 56m,John Hillcoat,"Nick Cave,Matt Bondurant","Tom Hardy,Shia LaBeouf,Guy Pearce",7.3,"Biography,Crime,Drama"
9195,The Oogieloves in the Big Balloon Adventure,2012,2012,1h 28m,Matthew Diamond,"Scott Stabile,Kenn Viselman,Alex J Greene","Jaime Pressly,Cloris Leachman,Christopher Lloyd",1.9,"Adventure,Family,Fantasy"
9196,The Ambassador,2012,1984,1h 37m,J. Lee Thompson,"Ronald M. Cohen,Max Jack,Elmore Leonard","Robert Mitchum,Ellen Burstyn,Rock Hudson",5.4,"Action,Drama,Thriller"
9197,The Possession,2012,2012,1h 32m,Ole Bornedal,"Juliet Snowden,Stiles White,Leslie Gornstein","Natasha Calis,Jeffrey Dean Morgan,Kyra Sedgwick",5.9,"Horror,Mystery,Thriller"
9198,"For a Good Time, Call...",2012,2012,1h 25m,Jamie Travis,"Katie Anne Naylon,Lauren Miller Rogen","Ari Graynor,Lauren Miller Rogen,Justin Long",6.0,Comedy
9199,The Cold Light of Day,2012,2012,1h 33m,Mabrouk El Mechri,"Scott Wiper,John Petro","Henry Cavill,Bruce Willis,Sigourney Weaver",4.9,"Action,Thriller"
9200,The Words,2012,2012,1h 42m,"Brian Klugman,Lee Sternthal","Brian Klugman,Lee Sternthal","Bradley Cooper,Dennis Quaid,Olivia Wilde",7.0,"Drama,Mystery,Romance"
9201,Raiders of the Lost Ark: The IMAX Experience,2012,,,,,,,
9202,Anna Karenina,2012,2012,2h 9m,Joe Wright,"Tom Stoppard,Lev Tolstoy","Keira Knightley,Jude Law,Aaron Taylor-Johnson",6.6,"Drama,Romance"
9203,Detropia,2012,2012,1h 30m,,,,6.5,Documentary
9204,Raaz 3D,2012,2012,2h 19m,Vikram Bhatt,Shagufta Rafique,"Bipasha Basu,Emraan Hashmi,Esha Gupta",4.1,"Horror,Romance,Thriller"
9205,Resident Evil: Retribution,2012,2012,1h 35m,Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich,Sienna Guillory,Michelle Rodriguez",5.4,"Action,Adventure,Horror"
9206,Finding Nemo 3D,2012,2003,1h 40m,"Andrew Stanton,Lee Unkrich","Andrew Stanton,Bob Peterson,David Reynolds","Albert Brooks,Ellen DeGeneres,Alexander Gould",8.1,"Animation,Adventure,Comedy"
9207,Arbitrage,2012,2012,1h 47m,Nicholas Jarecki,Nicholas Jarecki,"Richard Gere,Susan Sarandon,Brit Marling",6.6,"Drama,Thriller"
9208,Barfi!,2012,2012,2h 31m,Anurag Basu,"Anurag Basu,Tani Basu,Sanjeev Dutta","Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz",8.1,"Comedy,Drama,Romance"
9209,The Master,2012,2012,2h 18m,Paul Thomas Anderson,Paul Thomas Anderson,"Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams",7.2,Drama
9210,Stolen,2012,2012,1h 36m,Simon West,David Guggenheim,"Nicolas Cage,Malin Akerman,Josh Lucas",5.5,"Action,Crime,Thriller"
9211,Amour,2012,2012,2h 7m,Michael Haneke,Michael Haneke,"Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert",7.9,Drama
9212,Dredd,2012,2012,1h 35m,Pete Travis,"John Wagner,Carlos Ezquerra,Alex Garland","Karl Urban,Olivia Thirlby,Lena Headey",7.1,"Action,Crime,Sci-Fi"
9213,End of Watch,2012,2012,1h 49m,David Ayer,David Ayer,"Jake Gyllenhaal,Michael Peña,Anna Kendrick",7.6,"Action,Crime,Drama"
9214,House at the End of the Street,2012,2012,1h 41m,Mark Tonderai,"David Loucka,Jonathan Mostow","Jennifer Lawrence,Elisabeth Shue,Max Thieriot",5.6,"Drama,Horror,Thriller"
9215,Trouble with the Curve,2012,2012,1h 51m,Robert Lorenz,Randy Brown,"Clint Eastwood,Amy Adams,John Goodman",6.8,"Drama,Sport"
9216,Diana Vreeland: The Eye Has to Travel,2012,2011,1h 26m,"Lisa Immordino Vreeland,Bent-Jorgen Perlmutt,Frédéric Tcheng","Lisa Immordino Vreeland,Bent-Jorgen Perlmutt,Frédéric Tcheng","Diana Vreeland,Richard Avedon,David Bailey",7.6,"Documentary,Biography"
9217,Head Games,2012,2005,1h 20m,Paul Fox,Wil Zmak,"Kate Greenhouse,Bruce McFee,Jeff Seymour",6.0,"Horror,Thriller"
9218,The Perks of Being a Wallflower,2012,2012,1h 43m,Stephen Chbosky,Stephen Chbosky,"Logan Lerman,Emma Watson,Ezra Miller",7.9,"Drama,Romance"
9219,Magical Mystery Tour,2012,,Not RatedNot Rated,"George Harrison,John Lennon,Paul McCartney","Mal Evans,George Harrison,John Lennon","John Lennon,Paul McCartney,George Harrison",6.2,"Comedy,Fantasy,Musical"
9220,Hotel Transylvania,2012,2012,1h 31m,Genndy Tartakovsky,"Peter Baynham,Robert Smigel,Todd Durham","Adam Sandler,Kevin James,Andy Samberg",7.1,"Animation,Comedy,Family"
9221,Looper,2012,2012,1h 53m,Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt,Bruce Willis,Emily Blunt",7.4,"Action,Drama,Sci-Fi"
9222,Won't Back Down,2012,2012,2h 1m,Daniel Barnz,"Brin Hill,Daniel Barnz","Viola Davis,Maggie Gyllenhaal,Holly Hunter",6.5,Drama
9223,The Waiting Room,2012,2003,,Zeki Demirkubuz,Zeki Demirkubuz,"Zeki Demirkubuz,Nurhayat Kavrak,Nilüfer Açikalin",6.4,Drama
9224,Frankenweenie,2012,2012,1h 27m,Tim Burton,"Leonard Ripps,Tim Burton,John August","Winona Ryder,Catherine O'Hara,Martin Short",6.9,"Animation,Comedy,Drama"
9225,Pitch Perfect,2012,2012,1h 52m,Jason Moore,"Kay Cannon,Mickey Rapkin","Anna Kendrick,Brittany Snow,Rebel Wilson",7.1,"Comedy,Music,Romance"
9226,Taken 2,2012,2012,1h 32m,Olivier Megaton,"Luc Besson,Robert Mark Kamen","Liam Neeson,Famke Janssen,Maggie Grace",6.3,"Action,Crime,Thriller"
9227,It's Such a Beautiful Day,2012,2012,1h 2m,,,,8.3,"Animation,Comedy,Drama"
9228,The Oranges,2012,2011,1h 30m,Julian Farino,"Ian Helfer,Jay Reiss","Leighton Meester,Hugh Laurie,Catherine Keener",5.8,"Comedy,Drama,Romance"
9229,The Paperboy,2012,2012,1h 47m,Lee Daniels,"Peter Dexter,Lee Daniels","Matthew McConaughey,Nicole Kidman,John Cusack",5.8,"Crime,Drama,Mystery"
9230,Argo,2012,2012,2h,Ben Affleck,"Chris Terrio,Tony Mendez,Joshuah Bearman","Ben Affleck,Bryan Cranston,John Goodman",7.7,"Biography,Drama,Thriller"
9231,Here Comes the Boom,2012,2012,1h 45m,Frank Coraci,"Allan Loeb,Kevin James,Rock Reuben","Kevin James,Salma Hayek,Henry Winkler",6.4,"Action,Comedy,Sport"
9232,Seven Psychopaths,2012,2012,1h 50m,Martin McDonagh,Martin McDonagh,"Colin Farrell,Woody Harrelson,Sam Rockwell",7.2,"Comedy,Crime"
9233,Sinister,2012,2012,1h 50m,Scott Derrickson,"Scott Derrickson,C. Robert Cargill","Ethan Hawke,Juliet Rylance,James Ransone",6.8,"Horror,Mystery,Thriller"
9234,"3,2,1... Frankie Go Boom",2012,2012,1h 29m,Jordan Roberts,Jordan Roberts,"Charlie Hunnam,Chris O'Dowd,Lizzy Caplan",5.9,Comedy
9235,Nobody Walks,2012,2012,1h 23m,Ry Russo-Young,"Lena Dunham,Ry Russo-Young","John Krasinski,Olivia Thirlby,Rosemarie DeWitt",5.3,Drama
9236,Smashed,2012,2012,1h 21m,James Ponsoldt,"Susan Burke,James Ponsoldt","Mary Elizabeth Winstead,Aaron Paul,Nick Offerman",6.8,Drama
9237,Holy Motors,2012,2012,1h 55m,Leos Carax,Leos Carax,"Denis Lavant,Edith Scob,Eva Mendes",7.1,"Drama,Fantasy"
9238,Alex Cross,2012,2012,1h 41m,Rob Cohen,"Marc Moss,Kerry Williamson,James Patterson","Tyler Perry,Matthew Fox,Rachel Nichols",5.2,"Action,Crime,Mystery"
9239,Paranormal Activity 4,2012,2012,1h 28m,"Henry Joost,Ariel Schulman","Christopher Landon,Chad Feehan,Oren Peli","Stephen Dunham,Katie Featherston,Matt Shively",4.6,"Horror,Mystery"
9240,The Sessions,2012,,,,,,,
9241,Chasing Mavericks,2012,2012,1h 56m,"Michael Apted,Curtis Hanson","Kario Salem,Jim Meenaghan,Brandon Hooper","Jonny Weston,Gerard Butler,Elisabeth Shue",7.1,"Biography,Drama,Sport"
9242,Cloud Atlas,2012,2012,2h 52m,"Tom Tykwer,Lana Wachowski,Lilly Wachowski","David Mitchell,Lana Wachowski,Tom Tykwer","Tom Hanks,Halle Berry,Hugh Grant",7.4,"Drama,Mystery,Sci-Fi"
9243,Fun Size,2012,2012,1h 26m,Josh Schwartz,Max Werner,"Victoria Justice,Johnny Knoxville,Chelsea Handler",5.4,"Adventure,Comedy"
9244,Silent Hill: Revelation,2012,2012,1h 35m,M.J. Bassett,"M.J. Bassett,Laurent Hadida,Hiroyuki Owaku","Adelaide Clemens,Kit Harington,Sean Bean",5.0,"Horror,Mystery,Thriller"
9245,Skyfall,2012,2012,2h 23m,Sam Mendes,"Neal Purvis,Robert Wade,John Logan","Daniel Craig,Javier Bardem,Naomie Harris",7.8,"Action,Adventure,Thriller"
9246,Pusher,2012,1996,1h 50m,Nicolas Winding Refn,"Jens Dahl,Nicolas Winding Refn","Kim Bodnia,Zlatko Buric,Laura Drasbæk",7.4,"Crime,Thriller"
9247,Flight,2012,2012,2h 18m,Robert Zemeckis,John Gatins,"Denzel Washington,Nadine Velazquez,Don Cheadle",7.3,"Drama,Thriller"
9248,The Man with the Iron Fists,2012,2012,1h 35m,RZA,"RZA,Eli Roth","Russell Crowe,Cung Le,Lucy Liu",5.4,Action
9249,Wreck-It Ralph,2012,2012,1h 41m,Rich Moore,"Rich Moore,Phil Johnston,Jim Reardon","John C. Reilly,Jack McBrayer,Jane Lynch",7.7,"Animation,Adventure,Comedy"
9250,Amber Alert,2012,2012,1h 20m,Kerry Bellessa,"Kerry Bellessa,Joshua Oram","Summer Bellessa,Chris Hill,Jasen Wade",4.6,"Crime,Horror,Mystery"
9251,The Bay,2012,,TV-14TV-14,,,,7.1,"Crime,Drama,Mystery"
9252,The Details,2012,2011,1h 41m,Jacob Estes,Jacob Estes,"Tobey Maguire,Elizabeth Banks,Laura Linney",6.1,"Comedy,Drama"
9253,A Late Quartet,2012,2012,1h 45m,Yaron Zilberman,"Yaron Zilberman,Seth Grossman","Philip Seymour Hoffman,Christopher Walken,Catherine Keener",7.1,"Drama,Music"
9254,A Liar's Autobiography,2012,2012,1h 25m,"Bill Jones,Jeff Simpson,Ben Timlett","Graham Chapman,David Sherlock","Graham Chapman,John Cleese,Terry Jones",5.9,"Animation,Comedy"
9255,North Sea Texas,2012,2011,1h 38m,Bavo Defurne,"Bavo Defurne,Yves Verbraeken,André Sollie","Ben Van den Heuvel,Eva van der Gucht,Thomas Coumans",7.1,"Drama,Romance"
9256,This Must Be the Place,2012,2011,1h 58m,Paolo Sorrentino,"Paolo Sorrentino,Umberto Contarello","Sean Penn,Frances McDormand,Judd Hirsch",6.7,"Adventure,Comedy,Drama"
9257,In Their Skin,2012,2012,1h 37m,Jeremy Power Regimbal,"Joshua Close,Justin Tyler Close,Jeremy Power Regimbal","Selma Blair,Joshua Close,James D'Arcy",5.3,"Horror,Thriller"
9258,Lincoln,2012,2012,2h 30m,Steven Spielberg,"Tony Kushner,Doris Kearns Goodwin","Daniel Day-Lewis,Sally Field,David Strathairn",7.3,"Biography,Drama,History"
9259,Jab Tak Hai Jaan,2012,2012,3h 18m,Yash Chopra,"Aditya Chopra,Devika Bhagat","Shah Rukh Khan,Katrina Kaif,Anushka Sharma",6.7,"Drama,Romance"
9260,The Twilight Saga: Breaking Dawn – Part 2,2012,2012,1h 55m,Bill Condon,"Melissa Rosenberg,Stephenie Meyer","Kristen Stewart,Robert Pattinson,Taylor Lautner",5.5,"Adventure,Drama,Fantasy"
9261,Chasing Ice,2012,2012,1h 15m,Jeff Orlowski,Mark Monroe,"James Balog,Svavar Jónatansson,Louie Psihoyos",7.8,"Documentary,Biography"
9262,Silver Linings Playbook,2012,2012,2h 2m,David O. Russell,"David O. Russell,Matthew Quick","Bradley Cooper,Jennifer Lawrence,Robert De Niro",7.7,"Comedy,Drama,Romance"
9263,Life of Pi,2012,2012,2h 7m,Ang Lee,"Yann Martel,David Magee","Suraj Sharma,Irrfan Khan,Adil Hussain",7.9,"Adventure,Drama,Fantasy"
9264,Red Dawn,2012,1984,1h 54m,John Milius,"Kevin Reynolds,John Milius","Patrick Swayze,C. Thomas Howell,Lea Thompson",6.4,"Action,Drama,Thriller"
9265,Rise of the Guardians,2012,2012,1h 37m,Peter Ramsey,"David Lindsay-Abaire,William Joyce","Hugh Jackman,Alec Baldwin,Isla Fisher",7.3,"Animation,Action,Adventure"
9266,Nativity 2: Danger in the Manger,2012,2012,1h 45m,Debbie Isitt,Debbie Isitt,"David Tennant,Marc Wootton,Jason Watkins",5.4,"Comedy,Family"
9267,Hitchcock,2012,,,,,,,
9268,The Collection,2012,2012,1h 22m,Marcus Dunstan,"Patrick Melton,Marcus Dunstan","Josh Stewart,Emma Fitzpatrick,Christopher McDonald",6.1,"Horror,Thriller"
9269,Killing Them Softly,2012,2012,1h 37m,Andrew Dominik,"Andrew Dominik,George V. Higgins","Brad Pitt,Ray Liotta,Richard Jenkins",6.2,"Crime,Drama,Thriller"
9270,Talaash: The Answer Lies Within,2012,2012,2h 20m,"Reema Kagti,Priyamvada Narayanan","Farhan Akhtar,Anurag Kashyap,Zoya Akhtar","Aamir Khan,Kareena Kapoor,Rani Mukerji",7.2,"Crime,Drama,Mystery"
9271,Playing for Keeps,2012,2012,1h 45m,Gabriele Muccino,Robbie Fox,"Gerard Butler,Jessica Biel,Dennis Quaid",5.7,"Comedy,Romance,Sport"
9272,Bad Kids Go to Hell,2012,2012,1h 31m,Matthew Spradlin,"Matthew Spradlin,Barry Wernick","Cameron Deane Stewart,Ben Browder,Jeffrey Schmidt",4.5,"Comedy,Horror,Mystery"
9273,Cheerful Weather for the Wedding,2012,2012,1h 29m,Donald Rice,"Mary Henely-Magill,Donald Rice,Julia Strachey","Felicity Jones,Luke Treadaway,Elizabeth McGovern",5.6,"Comedy,Drama,Romance"
9274,Deadfall,2012,2012,1h 35m,Stefan Ruzowitzky,Zach Dean,"Eric Bana,Olivia Wilde,Charlie Hunnam",6.3,"Crime,Drama,Thriller"
9275,Dino Time,2012,2012,1h 26m,"Yoon-suk Choi,John Kafka","Adam Beechen,James Greco,Jae Woo Park","Melanie Griffith,Jane Lynch,William Baldwin",4.8,"Animation,Adventure,Comedy"
9276,The Fitzgerald Family Christmas,2012,2012,1h 39m,Edward Burns,Edward Burns,"Kerry Bishé,Edward Burns,Heather Burns",6.3,Drama
9277,Heleno,2012,2011,1h 56m,José Henrique Fonseca,"L.G. Bayão,Felipe Bragança,Fernando Castets","Rodrigo Santoro,Angie Cepeda,Alinne Moraes",6.9,"Biography,Drama,Sport"
9278,Hyde Park on Hudson,2012,2012,1h 34m,Roger Michell,Richard Nelson,"Bill Murray,Laura Linney,Olivia Williams",5.9,"Biography,Comedy,Drama"
9279,Lay the Favorite,2012,2012,1h 34m,Stephen Frears,"D.V. DeVincentis,Beth Raymer","Rebecca Hall,Bruce Willis,Vince Vaughn",4.8,"Comedy,Drama,Romance"
9280,The Hobbit: An Unexpected Journey,2012,2012,2h 49m,Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson","Martin Freeman,Ian McKellen,Richard Armitage",7.8,"Adventure,Fantasy"
9281,The Guilt Trip,2012,2012,1h 35m,Anne Fletcher,"Dan Fogelman,Jason Conzelman","Barbra Streisand,Seth Rogen,Julene Renee",5.8,"Comedy,Drama"
9282,"Monsters, Inc. 3D",2012,2001,1h 32m,"Pete Docter,David Silverman,Lee Unkrich","Pete Docter,Jill Culton,Jeff Pidgeon","Billy Crystal,John Goodman,Mary Gibbs",8.1,"Animation,Adventure,Comedy"
9283,Zero Dark Thirty,2012,2012,2h 37m,Kathryn Bigelow,Mark Boal,"Jessica Chastain,Joel Edgerton,Chris Pratt",7.4,"Drama,History,Thriller"
9284,Cirque du Soleil: Worlds Away,2012,2012,1h 31m,Andrew Adamson,Andrew Adamson,"Erica Linz,Igor Zaripov,Lutz Halbhubner",6.8,Fantasy
9285,Jack Reacher,2012,,,,,,,"Action,Crime,Drama"
9286,This Is 40,2012,2012,2h 14m,Judd Apatow,Judd Apatow,"Paul Rudd,Leslie Mann,Maude Apatow",6.2,"Comedy,Romance"
9287,The Impossible,2012,2012,1h 54m,J.A. Bayona,"Sergio G. Sánchez,María Belón","Naomi Watts,Ewan McGregor,Tom Holland",7.6,"Adventure,Drama,History"
9288,Not Fade Away,2012,2012,1h 57m,David Chase,David Chase,"John Magaro,Jack Huston,Will Brill",6.0,Drama
9289,Django Unchained,2012,2012,2h 45m,Quentin Tarantino,Quentin Tarantino,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio",8.4,"Drama,Western"
9290,Les Misérables,2012,2012,2h 38m,Tom Hooper,"William Nicholson,Alain Boublil,Claude-Michel Schönberg","Hugh Jackman,Russell Crowe,Anne Hathaway",7.6,"Drama,Musical,Romance"
9291,Parental Guidance,2012,2012,1h 45m,Andy Fickman,"Lisa Addario,Joe Syracuse","Billy Crystal,Bette Midler,Marisa Tomei",6.0,"Comedy,Family"
9292,West of Memphis,2012,2012,2h 27m,Amy Berg,"Amy Berg,Billy McMillin","Jason Baldwin,Damien Wayne Echols,Jessie Misskelley",7.9,"Documentary,Crime"
9293,Quartet,2012,2012,1h 38m,Dustin Hoffman,Ronald Harwood,"Maggie Smith,Michael Gambon,Billy Connolly",6.8,"Comedy,Drama,Music"
9294,Tabu,2012,,TV-MATV-MA,,,,8.4,"Drama,Mystery,Thriller"
9295,Promised Land,2012,,,,,,,Drama
9296,Crawlspace,2013,2005,1h 39m,Neil Marshall,Neil Marshall,"Shauna Macdonald,Natalie Mendoza,Alex Reid",7.2,"Adventure,Horror,Thriller"
9297,A Dark Truth,2013,2012,1h 46m,Damian Lee,Damian Lee,"Andy Garcia,Kim Coates,Deborah Kara Unger",5.6,"Action,Drama,Thriller"
9298,Table No. 21,2013,2013,1h 48m,Aditya Datt,"Shiirshak S. Anand,Shantanu Ray Chhibber,T. Rafael Cimino","Paresh Rawal,Rajeev Khandelwal,Tina Desai",7.2,"Adventure,Drama,Thriller"
9299,Texas Chainsaw 3D,2013,2013,1h 32m,John Luessenhop,"Adam Marcus,Debra Sullivan,Kirsten Elms","Alexandra Daddario,Tania Raymonde,Scott Eastwood",4.8,"Horror,Thriller"
9300,The Grandmaster,2013,2013,2h 10m,Kar-Wai Wong,"Kar-Wai Wong,Jingzhi Zou,Haofeng Xu","Tony Chiu-Wai Leung,Ziyi Zhang,Jin Zhang",6.6,"Action,Biography,Drama"
9301,The Baytown Outlaws,2013,2012,1h 38m,Barry Battles,"Barry Battles,Griffin Hood","Billy Bob Thornton,Eva Longoria,Thomas Brodie-Sangster",6.4,"Action,Comedy,Crime"
9302,Freeloaders,2013,2012,1h 17m,Dan Rosen,"Dave Gibbs,Dan Rosen","Josh Lawson,Clifton Collins Jr.,Brit Morgan",4.4,Comedy
