,name,year,Length Of Movie (minute),idbm_year,gender_director,director_1,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
8739,Sully,2016,96.0,2016,1,Clint Eastwood,Todd Komarnicki,Chesley Sullenberger,Jeffrey Zaslow,Tom Hanks,Aaron Eckhart,Laura Linney,Biography,Drama,,7.4
8740,When the Bough Breaks,2016,107.0,2016,1,Jon Cassar,Jack Olsen,,,Morris Chestnut,Regina Hall,Romany Malco,Drama,Thriller,,5.2
8741,Robinson Crusoe,2016,105.0,1997,1,Rod Hardy,Daniel Defoe,Christopher Lofton,Tracy Keenan Wynn,Pierce Brosnan,William Takaku,Polly Walker,Adventure,Drama,,6.0
8742,The Disappointments Room,2016,91.0,2016,1,D.J. Caruso,Wentworth Miller,D.J. Caruso,,Kate Beckinsale,Mel Raido,Duncan Joiner,Drama,Horror,Thriller,3.9
8743,Bridget Jones's Baby,2016,123.0,2016,0,Sharon Maguire,Helen Fielding,Dan Mazer,Emma Thompson,Renée Zellweger,Gemma Jones,Jim Broadbent,Comedy,Drama,Romance,6.5
8744,Snowden,2016,134.0,2016,1,Oliver Stone,Kieran Fitzgerald,Oliver Stone,Luke Harding,Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo,Biography,Crime,Drama,7.3
8745,Blair Witch,2016,89.0,2016,1,Adam Wingard,Simon Barrett,,,James Allen McCune,Callie Hernandez,Corbin Reid,Horror,Mystery,Thriller,5.0
8746,The Magnificent Seven,2016,132.0,2016,1,Antoine Fuqua,Akira Kurosawa,Shinobu Hashimoto,Hideo Oguni,Denzel Washington,Chris Pratt,Ethan Hawke,Action,Adventure,Western,6.9
8747,Storks,2016,87.0,2016,1,Nicholas Stoller,Nicholas Stoller,,,Andy Samberg,Katie Crown,Kelsey Grammer,Animation,Adventure,Comedy,6.8
8748,Miss Peregrine's Home for Peculiar Children,2016,127.0,2016,1,Tim Burton,Ransom Riggs,Jane Goldman,,Eva Green,Asa Butterfield,Samuel L. Jackson,Adventure,Drama,Family,6.7
8749,Deepwater Horizon,2016,107.0,2016,1,Peter Berg,Matthew Michael Carnahan,Matthew Sand,David Barstow,Mark Wahlberg,Kurt Russell,Douglas M. Griffin,Action,Drama,History,7.1
8750,Queen of Katwe,2016,124.0,2016,0,Mira Nair,William Wheeler,Tim Crothers,,Madina Nalwanga,David Oyelowo,Lupita Nyong'o,Biography,Drama,Sport,7.4
8751,Masterminds,2016,95.0,2016,1,Jared Hess,Chris Bowman,Hubbel Palmer,Emily Spivey,Zach Galifianakis,Kristen Wiig,Owen Wilson,Biography,Comedy,Crime,5.8
8752,The Girl on the Train,2016,112.0,2016,1,Tate Taylor,Erin Cressida Wilson,Paula Hawkins,,Emily Blunt,Haley Bennett,Rebecca Ferguson,Crime,Drama,Mystery,6.5
8753,The Birth of a Nation,2016,195.0,1915,1,D.W. Griffith,Thomas Dixon Jr.,D.W. Griffith,Frank E. Woods,Lillian Gish,Mae Marsh,Henry B. Walthall,Drama,History,War,6.2
8754,Middle School: The Worst Years of My Life,2016,92.0,2016,1,Steve Carr,Chris Bowman,Hubbel Palmer,Kara Holden,Griffin Gluck,Lauren Graham,Alexa Nisenson,Animation,Comedy,Family,6.1
8755,The Accountant,2016,128.0,2016,1,Gavin O'Connor,Bill Dubuque,,,Ben Affleck,Anna Kendrick,J.K. Simmons,Action,Thriller,,7.3
8756,Kevin Hart: What Now?,2016,96.0,2016,1,Leslie Small,Kevin Hart,Joey Wells,Harry Ratchford,Kevin Hart,Don Cheadle,Halle Berry,Documentary,Comedy,,6.0
8757,Max Steel,2016,92.0,2016,1,Stewart Hendler,Christopher L. Yost,,,Ben Winchell,Josh Brener,Maria Bello,Action,Adventure,Fantasy,4.6
8758,Jack Reacher: Never Go Back,2016,118.0,2016,1,Edward Zwick,Richard Wenk,Edward Zwick,Marshall Herskovitz,Tom Cruise,Cobie Smulders,Aldis Hodge,Action,Crime,Mystery,6.2
8759,Keeping Up with the Joneses,2016,105.0,2016,1,Greg Mottola,Michael LeSieur,,,Zach Galifianakis,Isla Fisher,Jon Hamm,Action,Comedy,,5.9
8760,Ouija: Origin of Evil,2016,99.0,2016,1,Mike Flanagan,Mike Flanagan,Jeff Howard,Juliet Snowden,Elizabeth Reaser,Lulu Wilson,Annalise Basso,Drama,Horror,Mystery,6.2
8761,Boo! A Madea Halloween,2016,103.0,2016,1,Tyler Perry,Tyler Perry,,,Tyler Perry,Cassi Davis,Patrice Lovely,Comedy,Drama,Horror,4.6
8762,I'm Not Ashamed,2016,112.0,2016,1,Brian Baugh,Philipa A. Booyens,Robin Hanley,Kari Redmond,Masey McLain,Ben Davies,Cameron McKendry,Biography,Drama,,6.0
8763,American Pastoral,2016,108.0,2016,1,Ewan McGregor,Philip Roth,John Romano,,Ewan McGregor,Jennifer Connelly,Dakota Fanning,Crime,Drama,,6.1
8764,Inferno,2016,121.0,2016,1,Ron Howard,Dan Brown,David Koepp,,Tom Hanks,Felicity Jones,Irrfan Khan,Action,Adventure,Crime,6.2
8765,Doctor Strange,2016,115.0,2016,1,Scott Derrickson,Jon Spaihts,Scott Derrickson,C. Robert Cargill,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Action,Adventure,Fantasy,7.5
8766,Trolls,2016,92.0,2016,1,Mike Mitchell,Jonathan Aibel,Glenn Berger,Erica Rivinoja,Anna Kendrick,Justin Timberlake,Zooey Deschanel,Animation,Adventure,Comedy,6.5
8767,Hacksaw Ridge,2016,139.0,2016,1,Mel Gibson,Robert Schenkkan,Andrew Knight,,Andrew Garfield,Sam Worthington,Luke Bracey,Biography,Drama,History,8.1
8768,The Love Witch,2016,2.0,2016,0,Anna Biller,Anna Biller,,,Samantha Robinson,Jeffrey Vincent Parise,Laura Waddell,Comedy,Horror,Romance,6.2
8769,Arrival,2016,116.0,2016,1,Denis Villeneuve,Eric Heisserer,Ted Chiang,,Amy Adams,Jeremy Renner,Forest Whitaker,Drama,Sci-Fi,,7.9
8770,Billy Lynn's Long Halftime Walk,2016,113.0,2016,1,Ang Lee,Ben Fountain,Jean-Christophe Castelli,,Joe Alwyn,Garrett Hedlund,Arturo Castro,Action,Drama,Sport,6.2
8771,Almost Christmas,2016,111.0,2016,1,David E. Talbert,David E. Talbert,,,Kimberly Elise,Omar Epps,Danny Glover,Comedy,Drama,,6.1
8772,Shut In,2016,91.0,2016,1,Farren Blackburn,Christina Hodson,,,Naomi Watts,Charlie Heaton,Jacob Tremblay,Drama,Horror,Mystery,4.8
8773,Fantastic Beasts and Where to Find Them,2016,132.0,2016,1,David Yates,J.K. Rowling,,,Eddie Redmayne,Katherine Waterston,Alison Sudol,Adventure,Family,Fantasy,7.3
8774,The Edge of Seventeen,2016,104.0,2016,1,Kelly Fremon Craig,Kelly Fremon Craig,,,Hailee Steinfeld,Haley Lu Richardson,Blake Jenner,Comedy,Drama,,7.3
8775,Bleed for This,2016,117.0,2016,1,Ben Younger,Ben Younger,Pippa Bianco,Angelo Pizzo,Miles Teller,Aaron Eckhart,Katey Sagal,Biography,Drama,Sport,6.8
8776,Moana,2016,107.0,2016,1,Ron Clements,Jared Bush,Ron Clements,John Musker,Auli'i Cravalho,Dwayne Johnson,Rachel House,Animation,Adventure,Comedy,7.6
8777,Allied,2016,124.0,2016,1,Robert Zemeckis,Steven Knight,,,Brad Pitt,Marion Cotillard,Jared Harris,Action,Drama,Romance,7.1
8778,Bad Santa 2,2016,92.0,2016,1,Mark Waters,Johnny Rosenthal,Shauna Cross,Glenn Ficarra,Billy Bob Thornton,Kathy Bates,Tony Cox,Comedy,Crime,Drama,5.6
8779,Rules Don't Apply,2016,127.0,2016,1,Warren Beatty,Warren Beatty,Bo Goldman,,Lily Collins,Haley Bennett,Taissa Farmiga,Comedy,Drama,Romance,5.7
8780,La La Land,2016,128.0,2016,1,Damien Chazelle,Damien Chazelle,,,Ryan Gosling,Emma Stone,Rosemarie DeWitt,Comedy,Drama,Music,8.0
8781,Rogue One: A Star Wars Story,2016,133.0,2016,1,Gareth Edwards,Chris Weitz,Tony Gilroy,John Knoll,Felicity Jones,Diego Luna,Alan Tudyk,Action,Adventure,Sci-Fi,7.8
8782,The Founder,2016,115.0,2016,1,John Lee Hancock,Robert Siegel,,,Michael Keaton,Nick Offerman,John Carroll Lynch,Biography,Drama,,7.2
8783,Sing,2016,108.0,2016,1,Garth Jennings,Garth Jennings,,,Matthew McConaughey,Reese Witherspoon,Seth MacFarlane,Animation,Comedy,Family,7.1
8784,Patriots Day,2016,133.0,2016,1,Peter Berg,Peter Berg,Matt Cook,Joshua Zetumer,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,Action,Crime,Drama,7.4
8785,A Monster Calls,2016,108.0,2016,1,J.A. Bayona,Patrick Ness,Siobhan Dowd,,Lewis MacDougall,Sigourney Weaver,Felicity Jones,Adventure,Drama,Family,7.5
8786,Paterson,2016,118.0,2016,1,Jim Jarmusch,Jim Jarmusch,William Carlos Williams,Ron Padgett,Adam Driver,Golshifteh Farahani,Nellie,Comedy,Drama,Romance,7.4
8787,Star Wars: The Last Jedi,2017,152.0,2017,1,Rian Johnson,Rian Johnson,George Lucas,,Daisy Ridley,John Boyega,Mark Hamill,Action,Adventure,Fantasy,6.9
8788,Beauty and the Beast,2017,129.0,2017,1,Bill Condon,Stephen Chbosky,Evan Spiliotopoulos,Linda Woolverton,Emma Watson,Dan Stevens,Luke Evans,Adventure,Family,Fantasy,7.1
8789,Wonder Woman,2017,141.0,2017,0,Patty Jenkins,Allan Heinberg,Zack Snyder,Jason Fuchs,Gal Gadot,Chris Pine,Robin Wright,Action,Adventure,Fantasy,7.4
8790,Jumanji: Welcome to the Jungle,2017,119.0,2017,1,Jake Kasdan,Chris McKenna,Erik Sommers,Scott Rosenberg,Dwayne Johnson,Karen Gillan,Kevin Hart,Action,Adventure,Comedy,6.9
8791,Guardians of the Galaxy Vol. 2,2017,136.0,2017,1,James Gunn,James Gunn,Dan Abnett,Andy Lanning,Chris Pratt,Zoe Saldana,Dave Bautista,Action,Adventure,Comedy,7.6
8792,Spider-Man: Homecoming,2017,133.0,2017,1,Jon Watts,Jonathan Goldstein,John Francis Daley,Jon Watts,Tom Holland,Michael Keaton,Robert Downey Jr.,Action,Adventure,Sci-Fi,7.4
8793,It,2017,135.0,2017,1,Andy Muschietti,Chase Palmer,Cary Joji Fukunaga,Gary Dauberman,Bill Skarsgård,Jaeden Martell,Finn Wolfhard,Horror,,,7.3
8794,Thor: Ragnarok,2017,130.0,2017,1,Taika Waititi,Eric Pearson,Craig Kyle,Christopher L. Yost,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action,Adventure,Comedy,7.9
8795,Despicable Me 3,2017,89.0,2017,1,Kyle Balda,Cinco Paul,Ken Daurio,,Steve Carell,Kristen Wiig,Trey Parker,Animation,Adventure,Comedy,6.3
8796,Justice League,2017,1.0,2017,1,Zack Snyder,Jerry Siegel,Joe Shuster,Chris Terrio,Ben Affleck,Gal Gadot,Jason Momoa,Action,Adventure,Fantasy,6.1
8797,Underworld: Blood Wars,2017,91.0,2016,0,Anna Foerster,Cory Goodman,Kyle Ward,Kevin Grevioux,Kate Beckinsale,Theo James,Tobias Menzies,Action,Adventure,Fantasy,5.8
8798,Arsenal,2017,97.0,2017,1,Steven C. Miller,Jason Mosberg,,,Nicolas Cage,John Cusack,Adrian Grenier,Action,Crime,Thriller,4.0
8799,Between Us,2017,100.0,2016,1,Rafael Palacio Illingworth,Rafael Palacio Illingworth,,,Peter Bogdanovich,Alison Sudol,Ben Feldman,Comedy,Drama,Romance,5.7
8800,Monster Trucks,2017,104.0,2016,1,Chris Wedge,Derek Connolly,Matthew Robinson,Jonathan Aibel,Lucas Till,Jane Levy,Thomas Lennon,Action,Adventure,Comedy,5.7
8801,The Bye Bye Man,2017,96.0,2017,0,Stacy Title,Jonathan Penner,Robert Damon Schneck,,Douglas Smith,Lucien Laviscount,Cressida Bonas,Drama,Fantasy,Horror,4.2
8802,Sleepless,2017,95.0,2017,1,Baran bo Odar,Andrea Berloff,Frédéric Jardin,Nicolas Saada,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Action,Crime,Thriller,5.6
8803,100 Streets,2017,93.0,2016,1,Jim O'Hanlon,Leon Butler,,,Gemma Arterton,Idris Elba,Ken Stott,Drama,,,5.8
8804,Split,2017,117.0,2016,1,M. Night Shyamalan,M. Night Shyamalan,,,James McAvoy,Anya Taylor-Joy,Haley Lu Richardson,Horror,Thriller,,7.3
8805,XXX: Return of Xander Cage,2017,107.0,2017,1,D.J. Caruso,Rich Wilkes,F. Scott Frazier,,Vin Diesel,Donnie Yen,Deepika Padukone,Action,Adventure,Thriller,5.2
8806,The Resurrection of Gavin Stone,2017,91.0,2017,1,Dallas Jenkins,Andrea Gyertson Nasfell,,,Brett Dalton,Anjelah Johnson-Reyes,Neil Flynn,Comedy,Drama,Family,6.3
8807,Trespass Against Us,2017,99.0,2016,1,Adam Smith,Alastair Siddons,,,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Action,Crime,Drama,5.8
8808,Sophie and the Rising Sun,2017,105.0,2016,0,Maggie Greenwald,Maggie Greenwald,Augusta Trobaugh,,Julianne Nicholson,Takashi Yamaguchi,Margo Martindale,Drama,,,6.6
8809,A Dog's Purpose,2017,100.0,2017,1,Lasse Hallström,W. Bruce Cameron,Cathryn Michon,Audrey Wells,Josh Gad,Dennis Quaid,Peggy Lipton,Adventure,Comedy,Drama,7.2
8810,Resident Evil: The Final Chapter,2017,107.0,2016,1,Paul W.S. Anderson,Paul W.S. Anderson,,,Milla Jovovich,Iain Glen,Ali Larter,Action,Adventure,Horror,5.5
8811,Lost in Florence,2017,97.0,2017,1,Evan Oppenheimer,Evan Oppenheimer,,,Brett Dalton,Stana Katic,Alessandra Mastronardi,Adventure,Drama,Romance,5.1
8812,I Am Michael,2017,98.0,2015,1,Justin Kelly,Justin Kelly,Stacey Miller,Benoit Denizet Lewis,James Franco,Zachary Quinto,Emma Roberts,Biography,Drama,Romance,5.6
8813,iBoy,2017,90.0,2017,1,Adam Randall,Joe Barton,Kevin Brooks,Mark Denton,Bill Milner,Maisie Williams,Miranda Richardson,Action,Crime,Sci-Fi,6.0
8814,Rings,2017,102.0,2017,1,F. Javier Gutiérrez,David Loucka,Jacob Estes,Akiva Goldsman,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,Drama,Horror,Mystery,4.5
8815,The Space Between Us,2017,1.0,2017,1,Peter Chelsom,Allan Loeb,Stewart Schill,Richard Barton Lewis,Gary Oldman,Asa Butterfield,Carla Gugino,Drama,Romance,Sci-Fi,6.4
8816,I Am Not Your Negro,2017,93.0,2016,1,Raoul Peck,James Baldwin,Raoul Peck,,Samuel L. Jackson,James Baldwin,Martin Luther King,Documentary,History,,7.9
8817,Growing Up Smith,2017,102.0,2015,1,Frank Lotito,Anjul Nigam,Paul Quinn,Gregory Scott Houghton,Jason Lee,Anjul Nigam,Brighton Sharbino,Comedy,Drama,Family,6.8
8818,The Lego Batman Movie,2017,104.0,2017,1,Chris McKay,Seth Grahame-Smith,Chris McKenna,Erik Sommers,Will Arnett,Michael Cera,Rosario Dawson,Animation,Action,Adventure,7.3
8819,Fifty Shades Darker,2017,118.0,2017,1,James Foley,Niall Leonard,E.L. James,,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama,Romance,,4.6
8820,John Wick: Chapter 2,2017,122.0,2017,1,Chad Stahelski,Derek Kolstad,,,Keanu Reeves,Riccardo Scamarcio,Ian McShane,Action,Crime,Thriller,7.5
8821,The Great Wall,2017,103.0,2016,1,Yimou Zhang,Carlo Bernard,Doug Miro,Tony Gilroy,Matt Damon,Tian Jing,Willem Dafoe,Action,Adventure,Fantasy,5.9
8822,A Cure for Wellness,2017,146.0,2016,1,Gore Verbinski,Justin Haythe,Gore Verbinski,,Dane DeHaan,Jason Isaacs,Mia Goth,Drama,Fantasy,Horror,6.4
8823,Fist Fight,2017,91.0,2017,1,Richie Keen,Van Robichaux,Evan Susser,Max Greenfield,Ice Cube,Charlie Day,Tracy Morgan,Comedy,,,5.6
8824,American Fable,2017,96.0,2016,1,Anne Hamilton,Anne Hamilton,,,Peyton Kennedy,Richard Schiff,Kip Pardue,Thriller,,,5.9
8825,XX,2017,80.0,2017,0,Roxanne Benjamin,Jovanka Vuckovic,Jack Ketchum,Roxanne Benjamin,Natalie Brown,Jonathan Watton,Peter DaCunha,Horror,,,4.6
8826,Lovesong,2017,84.0,2016,0,So Yong Kim,So Yong Kim,Bradley Rust Gray,,Riley Keough,Jena Malone,Jessie Ok Gray,Drama,Romance,,6.3
8827,Get Out,2017,104.0,2017,1,Jordan Peele,Jordan Peele,,,Daniel Kaluuya,Allison Williams,Bradley Whitford,Horror,Mystery,Thriller,7.7
8828,Rock Dog,2017,90.0,2016,1,Ash Brannon,Ash Brannon,Kurt Voelker,Jun Zheng,Luke Wilson,Eddie Izzard,J.K. Simmons,Animation,Adventure,Comedy,6.0
8829,Collide,2017,99.0,2016,1,Eran Creevy,F. Scott Frazier,Eran Creevy,,Nicholas Hoult,Felicity Jones,Anthony Hopkins,Action,Crime,Thriller,5.7
8830,The Girl with All the Gifts,2017,111.0,2016,1,Colm McCarthy,Mike Carey,,,Sennia Nanua,Fisayo Akinade,Dominique Tipper,Action,Adventure,Drama,6.6
8831,I Don't Feel at Home in This World Anymore,2017,93.0,2017,1,Macon Blair,Macon Blair,,,Melanie Lynskey,Chris Doubek,Marilyn Faith Hickey,Comedy,Crime,Drama,6.9
8832,Logan,2017,137.0,2017,1,James Mangold,James Mangold,Scott Frank,Michael Green,Hugh Jackman,Patrick Stewart,Dafne Keen,Action,Drama,Sci-Fi,8.1
8833,The Shack,2017,132.0,2017,1,Stuart Hazeldine,John Fusco,Andrew Lanham,Destin Daniel Cretton,Sam Worthington,Octavia Spencer,Tim McGraw,Drama,Fantasy,,6.3
8834,Before I Fall,2017,98.0,2017,1,Ry Russo-Young,Maria Maggenti,Lauren Oliver,,Zoey Deutch,Halston Sage,Cynthy Wu,Drama,Fantasy,Mystery,6.5
8835,Table 19,2017,87.0,2017,1,Jeffrey Blitz,Mark Duplass,Jay Duplass,Jeffrey Blitz,Anna Kendrick,Lisa Kudrow,Craig Robinson,Comedy,Drama,Romance,5.8
8836,The Last Word,2017,92.0,2011,1,David Mackenzie,Kim Fupz Aakeson,,,Ewan McGregor,Eva Green,Lauren Tempany,Drama,Romance,Sci-Fi,7.1
8837,Catfight,2017,95.0,2016,1,Onur Tukel,Onur Tukel,,,Sandra Oh,Anne Heche,Alicia Silverstone,Action,Comedy,Drama,5.9
8838,Donald Cried,2017,85.0,2016,1,Kris Avedisian,Kris Avedisian,Kyle Espeleta,Jesse Wakeman,Jesse Wakeman,Kris Avedisian,William Billington,Comedy,Drama,,6.6
8839,Kong: Skull Island,2017,118.0,2017,1,Jordan Vogt-Roberts,Dan Gilroy,Max Borenstein,Derek Connolly,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Action,Adventure,Fantasy,6.6
8840,Burning Sands,2017,96.0,2017,1,Gerard McMurray,Christine T. Berg,Gerard McMurray,,Trevor Jackson,Tosin Cole,DeRon Horton,Drama,,,6.1
8841,Beauty and the Beast,2017,129.0,2017,1,Bill Condon,Stephen Chbosky,Evan Spiliotopoulos,Linda Woolverton,Emma Watson,Dan Stevens,Luke Evans,Adventure,Family,Fantasy,7.1
8842,The Belko Experiment,2017,89.0,2016,1,Greg McLean,James Gunn,,,John Gallagher Jr.,Tony Goldwyn,Adria Arjona,Horror,Thriller,,6.1
8843,Song to Song,2017,129.0,2017,1,Terrence Malick,Terrence Malick,,,Ryan Gosling,Rooney Mara,Michael Fassbender,Drama,Music,Romance,5.6
8844,Atomica,2017,115.0,2017,1,David Leitch,Kurt Johnstad,Antony Johnston,Sam Hart,Charlize Theron,James McAvoy,John Goodman,Action,Thriller,,6.7
8845,All Nighter,2017,86.0,2017,1,Gavin Wiesen,Seth W. Owen,,,Lio Tipton,Emile Hirsch,J.K. Simmons,Comedy,Drama,,5.8
8846,The Devil's Candy,2017,79.0,2015,1,Sean Byrne,Sean Byrne,,,Ethan Embry,Shiri Appleby,Pruitt Taylor Vince,Drama,Horror,Thriller,6.4
8847,Life,2017,104.0,2017,1,Daniel Espinosa,Rhett Reese,Paul Wernick,,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,Horror,Sci-Fi,Thriller,6.6
8848,Wilson,2017,94.0,2017,1,Craig Johnson,Daniel Clowes,,,Woody Harrelson,Sandra Lee-Oian Thomas,Shaun J. Brown,Comedy,Drama,,5.8
8849,Victor,2017,105.0,2015,1,Brandon Dickerson,Brandon Dickerson,Thomas Ward,,Patrick Davis Alarcón,Lisa Vidal,Josh Pence,Biography,Crime,Drama,6.5
8850,Car Dogs,2017,104.0,2016,1,Adam Collis,Mark Edward King,,,Octavia Spencer,Alessandra Torresani,Patrick J. Adams,Comedy,Drama,,5.1
8851,Ghost in the Shell,2017,107.0,2017,1,Rupert Sanders,Shirow Masamune,Jamie Moss,William Wheeler,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Action,Crime,Drama,6.3
8852,The Boss Baby,2017,97.0,2017,1,Tom McGrath,Michael McCullers,Marla Frazee,,Alec Baldwin,Steve Buscemi,Jimmy Kimmel,Animation,Adventure,Comedy,6.3
8853,The Zookeeper's Wife,2017,127.0,2017,0,Niki Caro,Angela Workman,Diane Ackerman,,Jessica Chastain,Johan Heldenbergh,Daniel Brühl,Biography,Drama,History,7.0
8854,The Blackcoat's Daughter,2017,93.0,2015,1,Oz Perkins,Oz Perkins,,,Emma Roberts,Kiernan Shipka,Lucy Boynton,Horror,Mystery,Thriller,5.9
8855,The Discovery,2017,102.0,2017,1,Charlie McDowell,Charlie McDowell,Justin Lader,,Robert Redford,Mary Steenburgen,Brian McCarthy,Drama,Romance,Sci-Fi,6.3
8856,Carrie Pilby,2017,98.0,2016,0,Susan Johnson,Kara Holden,Caren Lissner,,Bel Powley,Nathan Lane,Scott Keiji Takeda,Comedy,Drama,,6.7
8857,The Case for Christ,2017,112.0,2017,1,Jon Gunn,Brian Bird,Lee Strobel,,L. Scott Caldwell,Erika Christensen,Faye Dunaway,Biography,Drama,,6.4
8858,Smurfs: The Lost Village,2017,90.0,2017,1,Kelly Asbury,Stacey Harman,Pamela Ribon,Peyo,Demi Lovato,Rainn Wilson,Joe Manganiello,Animation,Adventure,Comedy,6.0
8859,Going in Style,2017,96.0,2017,1,Zach Braff,Theodore Melfi,Edward Cannon,,Michael Caine,Alan Arkin,Ann-Margret,Comedy,Crime,,6.6
8860,Colossal,2017,109.0,2016,1,Nacho Vigalondo,Nacho Vigalondo,,,Anne Hathaway,Jason Sudeikis,Austin Stowell,Comedy,Drama,Fantasy,6.2
8861,Gifted,2017,101.0,2017,1,Marc Webb,Tom Flynn,,,Chris Evans,Mckenna Grace,Lindsay Duncan,Drama,,,7.6
8862,Aftermath,2017,114.0,2021,1,Peter Winther,Dakota Gorman,Peter Winther,,Ashley Greene,Shawn Ashmore,Jason Liles,Drama,Horror,Mystery,5.3
8863,The Fate of the Furious,2017,136.0,2017,1,F. Gary Gray,Gary Scott Thompson,Chris Morgan,,Vin Diesel,Jason Statham,Dwayne Johnson,Action,Crime,Thriller,6.6
8864,Spark,2017,157.0,2016,1,Atlee Kumar,Atlee Kumar,Ramanagirivasan,,Joseph Vijay,Samantha Ruth Prabhu,Amy Jackson,Action,Drama,Thriller,7.4
8865,The Lost City of Z,2017,141.0,2016,1,James Gray,James Gray,David Grann,,Charlie Hunnam,Robert Pattinson,Sienna Miller,Adventure,Biography,Drama,6.6
8866,My Entire High School Sinking Into the Sea,2017,75.0,2016,1,Dash Shaw,Dash Shaw,,,Jason Schwartzman,Reggie Watts,Adam Lustick,Animation,Action,Comedy,6.1
8867,The Outcasts,2017,95.0,2017,1,Peter Hutchings,Dominique Ferrari,Suzanne Wrubel,,Victoria Justice,Eden Sher,Ashley Rickards,Comedy,,,5.5
8868,The Promise,2017,133.0,2016,1,Terry George,Terry George,Robin Swicord,,Oscar Isaac,Charlotte Le Bon,Christian Bale,Action,Adventure,Drama,6.0
8869,The Circle,2017,110.0,2017,1,James Ponsoldt,James Ponsoldt,Dave Eggers,,Emma Watson,Tom Hanks,John Boyega,Drama,Sci-Fi,Thriller,5.4
8870,How to Be a Latin Lover,2017,115.0,2017,1,Ken Marino,Jon Zack,Chris Spain,,Eugenio Derbez,Salma Hayek,Raphael Alejandro,Comedy,Drama,,6.0
8871,Sleight,2017,89.0,2016,1,J.D. Dillard,J.D. Dillard,Alex Theurer,,Jacob Latimore,Seychelle Gabriel,Storm Reid,Crime,Drama,Sci-Fi,5.9
8872,Becoming Bond,2017,95.0,2017,1,Josh Greenbaum,Josh Greenbaum,,,George Lazenby,Josh Lawson,Kassandra Clementi,Documentary,Biography,Comedy,7.5
8873,Guardians of the Galaxy Vol. 2,2017,136.0,2017,1,James Gunn,James Gunn,Dan Abnett,Andy Lanning,Chris Pratt,Zoe Saldana,Dave Bautista,Action,Adventure,Comedy,7.6
8874,The Lovers,2017,122.0,1951,1,George Stevens,Theodore Dreiser,Patrick Kearney,Michael Wilson,Montgomery Clift,Elizabeth Taylor,Shelley Winters,Drama,Romance,,7.8
8875,3 Generations,2017,92.0,2015,1,Gaby Dellal,Nikole Beckwith,Gaby Dellal,,Naomi Watts,Elle Fanning,Susan Sarandon,Drama,,,6.0
8876,King Arthur: Legend of the Sword,2017,126.0,2017,1,Guy Ritchie,Joby Harold,Guy Ritchie,Lionel Wigram,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Action,Adventure,Drama,6.7
8877,Snatched,2017,90.0,2017,1,Jonathan Levine,Katie Dippold,,,Amy Schumer,Goldie Hawn,Kim Caramele,Action,Adventure,Comedy,4.5
8878,Lowriders,2017,98.0,2016,1,Ricardo de Montreuil,Elgin James,Cheo Hodari Coker,,Gabriel Chavarria,Demián Bichir,Theo Rossi,Adventure,Crime,Drama,5.7
8879,Paris Can Wait,2017,92.0,2016,0,Eleanor Coppola,Eleanor Coppola,,,Diane Lane,Arnaud Viard,Alec Baldwin,Comedy,Drama,Romance,5.8
8880,Alien: Covenant,2017,122.0,2017,1,Ridley Scott,Dan O'Bannon,Ronald Shusett,Jack Paglen,Michael Fassbender,Katherine Waterston,Billy Crudup,Horror,Sci-Fi,Thriller,6.4
8881,Diary of a Wimpy Kid: The Long Haul,2017,91.0,2017,1,David Bowers,Jeff Kinney,David Bowers,,Jason Drucker,Alicia Silverstone,Tom Everett Scott,Adventure,Comedy,Family,4.2
8882,"Everything, Everything",2017,96.0,2017,0,Stella Meghie,J. Mills Goodloe,Nicola Yoon,,Amandla Stenberg,Nick Robinson,Anika Noni Rose,Drama,Romance,,6.4
8883,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,2017,1,Joachim Rønning,Jeff Nathanson,Terry Rossio,Ted Elliott,Johnny Depp,Geoffrey Rush,Javier Bardem,Action,Adventure,Fantasy,6.5
8884,War Machine,2017,122.0,2017,1,David Michôd,Michael Hastings,David Michôd,,Brad Pitt,Daniel Betts,John Magaro,Comedy,Drama,War,6.0
8885,Wonder Woman,2017,141.0,2017,0,Patty Jenkins,Allan Heinberg,Zack Snyder,Jason Fuchs,Gal Gadot,Chris Pine,Robin Wright,Action,Adventure,Fantasy,7.4
8886,Captain Underpants: The First Epic Movie,2017,89.0,2017,1,David Soren,Nicholas Stoller,Dav Pilkey,David Soren,Kevin Hart,Thomas Middleditch,Ed Helms,Animation,Action,Adventure,6.2
